,id,Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,day_of_week_enc_1,day_of_week_enc_2,day_of_week_enc_3,day_of_week_enc_4,day_of_week_enc_5,day_of_week_enc_6,day_of_week_enc_7,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
205,1308124,2013-08-12,97.7406166426712,7.0,16.45,11.0,63.0,0.0,0,224,Monday,2013,33,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-12,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
206,1308125,2013-08-12,356.026341718574,7.0,16.45,11.0,63.0,0.0,0,224,Monday,2013,33,3,0,0,0,0,0,31,2,0,Cake,2013,2013-08-12,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
209,1308133,2013-08-13,271.591283834177,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,2013,33,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-13,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
211,1308135,2013-08-13,344.643463915453,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,2013,33,3,0,0,0,0,0,31,2,0,Cake,2013,2013-08-13,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
208,1308132,2013-08-13,535.403212817658,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,2013,33,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-13,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
210,1308134,2013-08-13,113.863641914766,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,2013,33,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-13,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
207,1308131,2013-08-13,134.064451548102,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,2013,33,3,0,0,0,0,0,31,2,0,Bread,2013,2013-08-13,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
215,1308144,2013-08-14,105.567865241887,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,2013,33,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-14,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
212,1308141,2013-08-14,156.972510536869,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,2013,33,3,0,0,0,0,0,31,2,0,Bread,2013,2013-08-14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
214,1308143,2013-08-14,309.116290264651,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,2013,33,3,0,0,0,0,0,31,2,0,Croissant,2013,2013-08-14,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
213,1308142,2013-08-14,520.123590697437,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,2013,33,3,0,0,0,0,0,31,2,0,Roles,2013,2013-08-14,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
216,1308145,2013-08-14,441.253111778104,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,2013,33,3,0,0,0,0,0,31,2,0,Cake,2013,2013-08-14,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
226,1308165,2013-08-16,344.468629393561,4.0,23.575,11.0,0.0,0.0,4,228,Friday,2013,33,3,0,0,0,0,0,31,3,0,Cake,2013,2013-08-16,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
224,1308163,2013-08-16,241.76897512804,4.0,23.575,11.0,0.0,0.0,4,228,Friday,2013,33,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
223,1308162,2013-08-16,552.153714601025,4.0,23.575,11.0,0.0,0.0,4,228,Friday,2013,33,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-16,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
225,1308164,2013-08-16,75.2564619591539,4.0,23.575,11.0,0.0,0.0,4,228,Friday,2013,33,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-16,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
222,1308161,2013-08-16,147.79799759804,4.0,23.575,11.0,0.0,0.0,4,228,Friday,2013,33,3,0,0,0,0,0,31,3,0,Bread,2013,2013-08-16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
227,1308171,2013-08-17,221.630418006017,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,2013,33,3,1,0,0,0,0,31,3,0,Bread,2013,2013-08-17,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
229,1308173,2013-08-17,280.170045804428,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,2013,33,3,1,0,0,0,0,31,3,0,Croissant,2013,2013-08-17,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
230,1308174,2013-08-17,96.5293135082104,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,2013,33,3,1,0,0,0,0,31,3,0,Pastry,2013,2013-08-17,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,4
231,1308175,2013-08-17,519.834929394153,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,2013,33,3,1,0,0,0,0,31,3,0,Cake,2013,2013-08-17,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,5
228,1308172,2013-08-17,583.657434231324,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,2013,33,3,1,0,0,0,0,31,3,0,Roles,2013,2013-08-17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
236,1308185,2013-08-18,479.499541699925,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,2013,33,3,1,0,0,0,0,31,3,0,Cake,2013,2013-08-18,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
233,1308182,2013-08-18,669.186211470815,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,2013,33,3,1,0,0,0,0,31,3,0,Roles,2013,2013-08-18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2
232,1308181,2013-08-18,92.489778506026,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,2013,33,3,1,0,0,0,0,31,3,0,Bread,2013,2013-08-18,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
235,1308184,2013-08-18,150.122396942697,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,2013,33,3,1,0,0,0,0,31,3,0,Pastry,2013,2013-08-18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4
234,1308183,2013-08-18,282.599786111443,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,2013,33,3,1,0,0,0,0,31,3,0,Croissant,2013,2013-08-18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3
245,1308204,2013-08-20,64.5022565329893,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,2013,34,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-20,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
243,1308202,2013-08-20,478.730297151576,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,2013,34,3,0,0,0,0,0,31,3,0,Roles,2013,2013-08-20,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
242,1308201,2013-08-20,111.842396126739,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,2013,34,3,0,0,0,0,0,31,3,0,Bread,2013,2013-08-20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
246,1308205,2013-08-20,340.090359959321,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,2013,34,3,0,0,0,0,0,31,3,0,Cake,2013,2013-08-20,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
244,1308203,2013-08-20,257.620799680939,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,2013,34,3,0,0,0,0,0,31,3,0,Croissant,2013,2013-08-20,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
264,1308243,2013-08-24,282.401869590288,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,2013,34,3,1,0,0,0,0,31,4,0,Croissant,2013,2013-08-24,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
262,1308241,2013-08-24,201.543109556297,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,2013,34,3,1,0,0,0,0,31,4,0,Bread,2013,2013-08-24,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
266,1308245,2013-08-24,536.196771958902,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,2013,34,3,1,0,0,0,0,31,4,0,Cake,2013,2013-08-24,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,5
265,1308244,2013-08-24,124.737464409769,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,2013,34,3,1,0,0,0,0,31,4,0,Pastry,2013,2013-08-24,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,4
263,1308242,2013-08-24,707.94429725517,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,2013,34,3,1,0,0,0,0,31,4,0,Roles,2013,2013-08-24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
270,1308254,2013-08-25,141.066888354584,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,2013,34,3,1,0,0,0,0,31,4,0,Pastry,2013,2013-08-25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4
271,1308255,2013-08-25,495.194334936839,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,2013,34,3,1,0,0,0,0,31,4,0,Cake,2013,2013-08-25,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
269,1308253,2013-08-25,360.817001197227,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,2013,34,3,1,0,0,0,0,31,4,0,Croissant,2013,2013-08-25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3
267,1308251,2013-08-25,83.0226725739551,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,2013,34,3,1,0,0,0,0,31,4,0,Bread,2013,2013-08-25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1
268,1308252,2013-08-25,726.257649523775,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,2013,34,3,1,0,0,0,0,31,4,0,Roles,2013,2013-08-25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2
273,1308262,2013-08-26,451.536740815421,0.0,20.125,15.0,5.0,0.0,0,238,Monday,2013,35,3,0,0,0,0,0,31,4,0,Roles,2013,2013-08-26,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
274,1308263,2013-08-26,244.936370498996,0.0,20.125,15.0,5.0,0.0,0,238,Monday,2013,35,3,0,0,0,0,0,31,4,0,Croissant,2013,2013-08-26,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
276,1308265,2013-08-26,368.72576849632,0.0,20.125,15.0,5.0,0.0,0,238,Monday,2013,35,3,0,0,0,0,0,31,4,0,Cake,2013,2013-08-26,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
272,1308261,2013-08-26,165.829031676714,0.0,20.125,15.0,5.0,0.0,0,238,Monday,2013,35,3,0,0,0,0,0,31,4,0,Bread,2013,2013-08-26,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
275,1308264,2013-08-26,104.448858869003,0.0,20.125,15.0,5.0,0.0,0,238,Monday,2013,35,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-08-26,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
294,1308303,2013-08-30,184.252334847289,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,2013,35,3,0,0,0,0,0,31,5,0,Croissant,2013,2013-08-30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3
293,1308302,2013-08-30,492.141265198519,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,2013,35,3,0,0,0,0,0,31,5,0,Roles,2013,2013-08-30,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
295,1308304,2013-08-30,77.9353068130843,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,2013,35,3,0,0,0,0,0,31,5,0,Pastry,2013,2013-08-30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
292,1308301,2013-08-30,133.150828452892,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,2013,35,3,0,0,0,0,0,31,5,0,Bread,2013,2013-08-30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
296,1308305,2013-08-30,343.345686609289,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,2013,35,3,0,0,0,0,0,31,5,0,Cake,2013,2013-08-30,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
297,1308311,2013-08-31,130.821314898435,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,2013,35,3,1,0,1,0,0,31,5,0,Bread,2013,2013-08-31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1
301,1308315,2013-08-31,344.096618940689,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,2013,35,3,1,0,1,0,0,31,5,0,Cake,2013,2013-08-31,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,5
300,1308314,2013-08-31,86.0077280021026,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,2013,35,3,1,0,1,0,0,31,5,0,Pastry,2013,2013-08-31,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,4
298,1308312,2013-08-31,581.490537751984,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,2013,35,3,1,0,1,0,0,31,5,0,Roles,2013,2013-08-31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2
299,1308313,2013-08-31,265.410807550213,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,2013,35,3,1,0,1,0,0,31,5,0,Croissant,2013,2013-08-31,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,3
303,1309012,2013-09-01,481.584829613001,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,2013,35,3,1,1,0,0,0,30,1,0,Roles,2013,2013-09-01,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
302,1309011,2013-09-01,95.9704314892471,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,2013,35,3,1,1,0,0,0,30,1,0,Bread,2013,2013-09-01,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
305,1309014,2013-09-01,139.776992842103,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,2013,35,3,1,1,0,0,0,30,1,0,Pastry,2013,2013-09-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4
306,1309015,2013-09-01,400.375251601544,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,2013,35,3,1,1,0,0,0,30,1,0,Cake,2013,2013-09-01,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,5
304,1309013,2013-09-01,239.545084070735,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,2013,35,3,1,1,0,0,0,30,1,0,Croissant,2013,2013-09-01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3
310,1309024,2013-09-02,97.5577291094531,7.0,16.575,17.0,63.0,0.0,0,245,Monday,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-02,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
308,1309022,2013-09-02,350.023432755307,7.0,16.575,17.0,63.0,0.0,0,245,Monday,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-02,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
307,1309021,2013-09-02,138.408723210465,7.0,16.575,17.0,63.0,0.0,0,245,Monday,2013,36,3,0,0,0,0,0,30,1,0,Bread,2013,2013-09-02,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
309,1309023,2013-09-02,165.884794599896,7.0,16.575,17.0,63.0,0.0,0,245,Monday,2013,36,3,0,0,0,0,0,30,1,0,Croissant,2013,2013-09-02,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
311,1309025,2013-09-02,236.082416986532,7.0,16.575,17.0,63.0,0.0,0,245,Monday,2013,36,3,0,0,0,0,0,30,1,0,Cake,2013,2013-09-02,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5
312,1309031,2013-09-03,138.825618927843,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,2013,36,3,0,0,0,0,0,30,1,0,Bread,2013,2013-09-03,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
315,1309034,2013-09-03,66.7042185386037,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-03,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
316,1309035,2013-09-03,270.350123886175,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,2013,36,3,0,0,0,0,0,30,1,0,Cake,2013,2013-09-03,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5
313,1309032,2013-09-03,357.401285676803,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,2013,36,3,0,0,0,0,0,30,1,0,Roles,2013,2013-09-03,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
