,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year
9558,1809145,2018-09-14,5,,3.0,17.1125,9.0,,0.0,4,257,Friday,9,2018,37,3,0,0,0,0,0,30,2,0
9563,1809155,2018-09-15,5,,,,,,0.0,5,258,Saturday,9,2018,37,3,1,0,0,0,0,30,3,0
9568,1809165,2018-09-16,5,,,,,,0.0,6,259,Sunday,9,2018,37,3,1,0,0,0,0,30,3,0
9573,1809175,2018-09-17,5,,,,,,0.0,0,260,Monday,9,2018,38,3,0,0,0,0,0,30,3,0
9578,1809185,2018-09-18,5,,,,,,0.0,1,261,Tuesday,9,2018,38,3,0,0,0,0,0,30,3,0
9583,1809195,2018-09-19,5,,,,,,0.0,2,262,Wednesday,9,2018,38,3,0,0,0,0,0,30,3,0
9588,1809205,2018-09-20,5,,,,,,0.0,3,263,Thursday,9,2018,38,3,0,0,0,0,0,30,3,0
9593,1809215,2018-09-21,5,,6.0,14.957142,16.0,61.0,0.0,4,264,Friday,9,2018,38,3,0,0,0,0,0,30,3,0
9598,1809225,2018-09-22,5,,4.0,13.025,20.0,61.0,0.0,5,265,Saturday,9,2018,38,3,1,0,0,0,0,30,4,0
9603,1809235,2018-09-23,5,,6.0,11.65,6.0,61.0,0.0,6,266,Sunday,9,2018,38,3,1,0,0,0,0,30,4,0
9608,1809245,2018-09-24,5,,2.0,11.2875,17.0,21.0,0.0,0,267,Monday,9,2018,39,3,0,0,0,0,0,30,4,0
9613,1809255,2018-09-25,5,,3.0,12.7625,9.0,0.0,0.0,1,268,Tuesday,9,2018,39,3,0,0,0,0,0,30,4,0
9618,1809265,2018-09-26,5,,7.0,14.2375,16.0,61.0,0.0,2,269,Wednesday,9,2018,39,3,0,0,0,0,0,30,4,0
9623,1809275,2018-09-27,5,,7.0,17.6,13.0,0.0,0.0,3,270,Thursday,9,2018,39,3,0,0,0,0,0,30,4,0
9628,1809285,2018-09-28,5,,1.0,12.8625,15.0,21.0,0.0,4,271,Friday,9,2018,39,3,0,0,0,0,0,30,4,0
9633,1809295,2018-09-29,5,,6.0,13.1,10.0,61.0,0.0,5,272,Saturday,9,2018,39,3,1,0,0,0,0,30,5,0
9638,1809305,2018-09-30,5,,5.0,13.9625,12.0,21.0,0.0,6,273,Sunday,9,2018,39,3,1,0,1,0,0,30,5,0
9643,1810015,2018-10-01,5,,5.0,11.1625,12.0,21.0,0.0,0,274,Monday,10,2018,40,4,0,1,0,0,0,31,1,0
9648,1810025,2018-10-02,5,,6.0,10.0,18.0,61.0,0.0,1,275,Tuesday,10,2018,40,4,0,0,0,0,0,31,1,0
9653,1810035,2018-10-03,5,,4.0,12.2875,18.0,21.0,0.0,2,276,Wednesday,10,2018,40,4,0,0,0,0,0,31,1,0
9658,1810045,2018-10-04,5,,7.0,14.2625,8.0,61.0,0.0,3,277,Thursday,10,2018,40,4,0,0,0,0,0,31,1,0
9663,1810055,2018-10-05,5,,0.0,18.1125,8.0,5.0,0.0,4,278,Friday,10,2018,40,4,0,0,0,0,0,31,1,0
9668,1810065,2018-10-06,5,,1.0,14.3375,6.0,10.0,0.0,5,279,Saturday,10,2018,40,4,1,0,0,0,0,31,1,0
9673,1810075,2018-10-07,5,,1.0,11.4,10.0,5.0,0.0,6,280,Sunday,10,2018,40,4,1,0,0,0,0,31,1,0
9678,1810085,2018-10-08,5,,5.0,13.0625,10.0,,0.0,0,281,Monday,10,2018,41,4,0,0,0,0,0,31,2,0
9683,1810095,2018-10-09,5,,3.0,15.125,9.0,0.0,0.0,1,282,Tuesday,10,2018,41,4,0,0,0,0,0,31,2,0
9688,1810105,2018-10-10,5,,0.0,17.1,6.0,10.0,0.0,2,283,Wednesday,10,2018,41,4,0,0,0,0,0,31,2,0
9693,1810115,2018-10-11,5,,0.0,19.633333,7.0,0.0,0.0,3,284,Thursday,10,2018,41,4,0,0,0,0,0,31,2,0
9698,1810125,2018-10-12,5,,0.0,21.4125,7.0,,0.0,4,285,Friday,10,2018,41,4,0,0,0,0,0,31,2,0
9703,1810135,2018-10-13,5,,,,,,0.0,5,286,Saturday,10,2018,41,4,1,0,0,0,0,31,2,0
9708,1810145,2018-10-14,5,,,,,,0.0,6,287,Sunday,10,2018,41,4,1,0,0,0,0,31,2,0
9713,1810155,2018-10-15,5,,0.0,20.7875,6.0,0.0,0.0,0,288,Monday,10,2018,42,4,0,0,0,0,0,31,3,0
9718,1810165,2018-10-16,5,,7.0,19.0625,6.0,10.0,0.0,1,289,Tuesday,10,2018,42,4,0,0,0,0,0,31,3,0
9723,1810175,2018-10-17,5,,2.0,20.8375,5.0,5.0,0.0,2,290,Wednesday,10,2018,42,4,0,0,0,0,0,31,3,0
9728,1810185,2018-10-18,5,,1.0,12.816666,12.0,5.0,0.0,3,291,Thursday,10,2018,42,4,0,0,0,0,0,31,3,0
9733,1810195,2018-10-19,5,,3.0,10.925,6.0,5.0,0.0,4,292,Friday,10,2018,42,4,0,0,0,0,0,31,3,0
9738,1810205,2018-10-20,5,,,,,,0.0,5,293,Saturday,10,2018,42,4,1,0,0,0,0,31,3,0
9743,1810215,2018-10-21,5,,,,,,0.0,6,294,Sunday,10,2018,42,4,1,0,0,0,0,31,3,0
9748,1810225,2018-10-22,5,,2.0,11.1,14.0,0.0,0.0,0,295,Monday,10,2018,43,4,0,0,0,0,0,31,4,0
9753,1810235,2018-10-23,5,,7.0,11.925,23.0,63.0,0.0,1,296,Tuesday,10,2018,43,4,0,0,0,0,0,31,4,0
9758,1810245,2018-10-24,5,,4.0,10.357142,11.0,0.0,0.0,2,297,Wednesday,10,2018,43,4,0,0,0,0,0,31,4,0
9763,1810255,2018-10-25,5,,6.0,11.125,19.0,21.0,0.0,3,298,Thursday,10,2018,43,4,0,0,0,0,0,31,4,0
9768,1810265,2018-10-26,5,,7.0,10.325,9.0,63.0,0.0,4,299,Friday,10,2018,43,4,0,0,0,0,0,31,4,0
9773,1810275,2018-10-27,5,,7.0,5.8375,13.0,63.0,0.0,5,300,Saturday,10,2018,43,4,1,0,0,0,0,31,4,0
9778,1810285,2018-10-28,5,,2.0,5.5875,14.0,0.0,0.0,6,301,Sunday,10,2018,43,4,1,0,0,0,0,31,4,0
9783,1810295,2018-10-29,5,,7.0,7.3625,17.0,21.0,0.0,0,302,Monday,10,2018,44,4,0,0,0,0,0,31,5,0
9788,1810305,2018-10-30,5,,7.0,10.6375,11.0,20.0,0.0,1,303,Tuesday,10,2018,44,4,0,0,0,0,0,31,5,0
9793,1811015,2018-11-01,5,,5.0,11.725,8.0,0.0,0.0,3,305,Thursday,11,2018,44,4,0,1,0,0,0,30,1,0
9799,1811025,2018-11-02,5,,6.0,10.675,12.0,61.0,0.0,4,306,Friday,11,2018,44,4,0,0,0,0,0,30,1,0
9805,1811035,2018-11-03,5,,0.0,8.7,5.0,10.0,0.0,5,307,Saturday,11,2018,44,4,1,0,0,0,0,30,1,0
9811,1811045,2018-11-04,5,,8.0,8.225,5.0,10.0,0.0,6,308,Sunday,11,2018,44,4,1,0,0,0,0,30,1,0
9817,1811055,2018-11-05,5,,8.0,10.4125,6.0,10.0,0.0,0,309,Monday,11,2018,45,4,0,0,0,0,0,30,1,0
9823,1811065,2018-11-06,5,,7.0,8.5375,5.0,45.0,0.0,1,310,Tuesday,11,2018,45,4,0,0,0,0,0,30,1,0
9829,1811075,2018-11-07,5,,1.0,11.0875,4.0,28.0,0.0,2,311,Wednesday,11,2018,45,4,0,0,0,0,0,30,1,0
9835,1811085,2018-11-08,5,,6.0,11.625,7.0,20.0,0.0,3,312,Thursday,11,2018,45,4,0,0,0,0,0,30,2,0
9841,1811095,2018-11-09,5,,7.0,9.3,6.0,61.0,0.0,4,313,Friday,11,2018,45,4,0,0,0,0,0,30,2,0
9847,1811105,2018-11-10,5,,7.0,11.425,8.0,61.0,0.0,5,314,Saturday,11,2018,45,4,1,0,0,0,0,30,2,0
9853,1811115,2018-11-11,5,,7.0,12.2375,8.0,61.0,0.0,6,315,Sunday,11,2018,45,4,1,0,0,0,0,30,2,0
9859,1811125,2018-11-12,5,,7.0,10.5375,4.0,61.0,0.0,0,316,Monday,11,2018,46,4,0,0,0,0,0,30,2,0
9865,1811135,2018-11-13,5,,7.0,10.325,9.0,61.0,0.0,1,317,Tuesday,11,2018,46,4,0,0,0,0,0,30,2,0
9871,1811145,2018-11-14,5,,7.0,8.4375,7.0,10.0,0.0,2,318,Wednesday,11,2018,46,4,0,0,0,0,0,30,2,0
9877,1811155,2018-11-15,5,,2.0,10.35,6.0,5.0,0.0,3,319,Thursday,11,2018,46,4,0,0,0,0,0,30,3,0
9883,1811165,2018-11-16,5,,0.0,8.2625,7.0,10.0,0.0,4,320,Friday,11,2018,46,4,0,0,0,0,0,30,3,0
9889,1811175,2018-11-17,5,,0.0,5.375,10.0,10.0,0.0,5,321,Saturday,11,2018,46,4,1,0,0,0,0,30,3,0
9895,1811185,2018-11-18,5,,7.0,6.75,14.0,0.0,0.0,6,322,Sunday,11,2018,46,4,1,0,0,0,0,30,3,0
9901,1811195,2018-11-19,5,,6.0,5.775,21.0,61.0,0.0,0,323,Monday,11,2018,47,4,0,0,0,0,0,30,3,0
9907,1811205,2018-11-20,5,,7.0,4.725,16.0,,0.0,1,324,Tuesday,11,2018,47,4,0,0,0,0,0,30,3,0
9913,1811215,2018-11-21,5,,7.0,3.05,12.0,0.0,0.0,2,325,Wednesday,11,2018,47,4,0,0,0,0,0,30,3,0
9919,1811225,2018-11-22,5,,8.0,1.5125,9.0,21.0,0.0,3,326,Thursday,11,2018,47,4,0,0,0,0,0,30,4,0
9925,1811235,2018-11-23,5,,8.0,1.8875,6.0,10.0,0.0,4,327,Friday,11,2018,47,4,0,0,0,0,0,30,4,0
9931,1811245,2018-11-24,5,,8.0,3.025,4.0,10.0,0.0,5,328,Saturday,11,2018,47,4,1,0,0,0,0,30,4,0
9937,1811255,2018-11-25,5,,8.0,5.1625,12.0,53.0,0.0,6,329,Sunday,11,2018,47,4,1,0,0,0,0,30,4,0
9943,1811265,2018-11-26,5,,7.0,4.95,12.0,61.0,0.0,0,330,Monday,11,2018,48,4,0,0,0,0,0,30,4,0
9949,1811275,2018-11-27,5,,8.0,2.1625,3.0,,0.0,1,331,Tuesday,11,2018,48,4,0,0,0,0,0,30,4,0
9955,1811285,2018-11-28,5,,3.0,1.5,10.0,5.0,0.0,2,332,Wednesday,11,2018,48,4,0,0,0,0,0,30,4,0
9961,1811295,2018-11-29,5,,7.0,3.3,10.0,61.0,0.0,3,333,Thursday,11,2018,48,4,0,0,0,0,0,30,5,0
9967,1811305,2018-11-30,5,,5.0,7.8375,8.0,,0.0,4,334,Friday,11,2018,48,4,0,0,1,0,0,30,5,0
9973,1812015,2018-12-01,5,,7.0,7.1625,8.0,61.0,0.0,5,335,Saturday,12,2018,48,4,1,1,0,0,0,31,1,0
9979,1812025,2018-12-02,5,,7.0,8.15,8.0,61.0,0.0,6,336,Sunday,12,2018,48,4,1,0,0,0,0,31,1,0
9985,1812035,2018-12-03,5,,7.0,10.825,12.0,61.0,0.0,0,337,Monday,12,2018,49,4,0,0,0,0,0,31,1,0
9991,1812045,2018-12-04,5,,1.0,5.442857,14.0,21.0,0.0,1,338,Tuesday,12,2018,49,4,0,0,0,0,0,31,1,0
9997,1812055,2018-12-05,5,,1.0,3.7375,6.0,0.0,0.0,2,339,Wednesday,12,2018,49,4,0,0,0,0,0,31,1,0
10003,1812065,2018-12-06,5,,7.0,6.725,7.0,61.0,0.0,3,340,Thursday,12,2018,49,4,0,0,0,0,0,31,1,0
10009,1812075,2018-12-07,5,,7.0,10.825,9.0,61.0,0.0,4,341,Friday,12,2018,49,4,0,0,0,0,0,31,1,0
10015,1812085,2018-12-08,5,,8.0,7.475,18.0,61.0,0.0,5,342,Saturday,12,2018,49,4,1,0,0,0,0,31,2,0
10021,1812095,2018-12-09,5,,7.0,6.95,18.0,61.0,0.0,6,343,Sunday,12,2018,49,4,1,0,0,0,0,31,2,0
10027,1812105,2018-12-10,5,,5.0,4.9125,15.0,21.0,0.0,0,344,Monday,12,2018,50,4,0,0,0,0,0,31,2,0
10033,1812115,2018-12-11,5,,6.0,4.6375,11.0,,0.0,1,345,Tuesday,12,2018,50,4,0,0,0,0,0,31,2,0
10039,1812125,2018-12-12,5,,7.0,4.175,12.0,21.0,0.0,2,346,Wednesday,12,2018,50,4,0,0,0,0,0,31,2,0
10045,1812135,2018-12-13,5,,7.0,2.925,10.0,61.0,0.0,3,347,Thursday,12,2018,50,4,0,0,0,0,0,31,2,0
10051,1812145,2018-12-14,5,,7.0,2.175,12.0,22.0,0.0,4,348,Friday,12,2018,50,4,0,0,0,0,0,31,2,0
10057,1812155,2018-12-15,5,,7.0,0.5375,7.0,,0.0,5,349,Saturday,12,2018,50,4,1,0,0,0,0,31,3,0
10063,1812165,2018-12-16,5,,7.0,0.2,9.0,,0.0,6,350,Sunday,12,2018,50,4,1,0,0,0,0,31,3,0
10069,1812175,2018-12-17,5,,8.0,0.65,6.0,20.0,0.0,0,351,Monday,12,2018,51,4,0,0,0,0,0,31,3,0
10075,1812185,2018-12-18,5,,7.0,5.3125,6.0,21.0,0.0,1,352,Tuesday,12,2018,51,4,0,0,0,0,0,31,3,0
10081,1812195,2018-12-19,5,,7.0,3.175,9.0,61.0,0.0,2,353,Wednesday,12,2018,51,4,0,0,0,0,0,31,3,0
10087,1812205,2018-12-20,5,,7.0,4.8875,4.0,53.0,0.0,3,354,Thursday,12,2018,51,4,0,0,0,0,0,31,3,0
10093,1812215,2018-12-21,5,,7.0,6.1125,9.0,61.0,0.0,4,355,Friday,12,2018,51,4,0,0,0,0,0,31,3,0
10099,1812225,2018-12-22,5,,8.0,4.3,4.0,,0.0,5,356,Saturday,12,2018,51,4,1,0,0,0,0,31,4,0
10105,1812235,2018-12-23,5,,7.0,6.45,9.0,61.0,0.0,6,357,Sunday,12,2018,51,4,1,0,0,0,0,31,4,0
10111,1812245,2018-12-24,5,,7.0,2.5,10.0,22.0,0.0,0,358,Monday,12,2018,52,4,0,0,0,0,0,31,4,0
10117,1812275,2018-12-27,5,,7.0,7.125,12.0,20.0,0.0,3,361,Thursday,12,2018,52,4,0,0,0,0,0,31,4,0
10123,1812285,2018-12-28,5,,7.0,7.3125,11.0,61.0,0.0,4,362,Friday,12,2018,52,4,0,0,0,0,0,31,4,0
10129,1812295,2018-12-29,5,,8.0,7.675,10.0,61.0,0.0,5,363,Saturday,12,2018,52,4,1,0,0,0,0,31,5,0
10134,1812305,2018-12-30,5,,2.0,6.675,16.0,,0.0,6,364,Sunday,12,2018,52,4,1,0,0,0,0,31,5,0
10138,1812315,2018-12-31,5,,7.0,7.3875,13.0,45.0,0.0,0,365,Monday,12,2018,1,4,0,0,1,0,1,31,5,0
10143,1901025,2019-01-02,5,,0.0,3.9125,20.0,0.0,0.0,2,2,Wednesday,1,2019,1,1,0,0,0,0,0,31,1,0
10148,1901035,2019-01-03,5,,2.0,0.725,6.0,,0.0,3,3,Thursday,1,2019,1,1,0,0,0,0,0,31,1,0
10153,1901045,2019-01-04,5,,7.0,5.55,15.0,61.0,0.0,4,4,Friday,1,2019,1,1,0,0,0,0,0,31,1,0
10158,1901055,2019-01-05,5,,5.0,7.85,8.0,21.0,0.0,5,5,Saturday,1,2019,1,1,1,0,0,0,0,31,1,0
10163,1901065,2019-01-06,5,,7.0,3.65,7.0,61.0,0.0,6,6,Sunday,1,2019,1,1,1,0,0,0,0,31,1,0
10168,1901075,2019-01-07,5,,8.0,5.9375,8.0,55.0,0.0,0,7,Monday,1,2019,2,1,0,0,0,0,0,31,1,0
10173,1901085,2019-01-08,5,,6.0,5.5,19.0,21.0,0.0,1,8,Tuesday,1,2019,2,1,0,0,0,0,0,31,2,0
10178,1901095,2019-01-09,5,,7.0,3.1375,22.0,0.0,0.0,2,9,Wednesday,1,2019,2,1,0,0,0,0,0,31,2,0
10183,1901105,2019-01-10,5,,7.0,1.4,7.0,,0.0,3,10,Thursday,1,2019,2,1,0,0,0,0,0,31,2,0
10188,1901115,2019-01-11,5,,6.0,6.8625,15.0,61.0,0.0,4,11,Friday,1,2019,2,1,0,0,0,0,0,31,2,0
10193,1901125,2019-01-12,5,,7.0,6.0875,13.0,61.0,0.0,5,12,Saturday,1,2019,2,1,1,0,0,0,0,31,2,0
10198,1901135,2019-01-13,5,,7.0,7.6875,20.0,61.0,0.0,6,13,Sunday,1,2019,2,1,1,0,0,0,0,31,2,0
10203,1901145,2019-01-14,5,,2.0,1.9375,18.0,5.0,0.0,0,14,Monday,1,2019,3,1,0,0,0,0,0,31,2,0
10208,1901155,2019-01-15,5,,7.0,6.6625,18.0,61.0,0.0,1,15,Tuesday,1,2019,3,1,0,0,0,0,0,31,3,0
10213,1901165,2019-01-16,5,,7.0,7.2125,14.0,61.0,0.0,2,16,Wednesday,1,2019,3,1,0,0,0,0,0,31,3,0
10218,1901175,2019-01-17,5,,7.0,4.1875,15.0,61.0,0.0,3,17,Thursday,1,2019,3,1,0,0,0,0,0,31,3,0
10223,1901185,2019-01-18,5,,1.0,1.2625,7.0,0.0,0.0,4,18,Friday,1,2019,3,1,0,0,0,0,0,31,3,0
10228,1901195,2019-01-19,5,,2.0,0.925,4.0,49.0,0.0,5,19,Saturday,1,2019,3,1,1,0,0,0,0,31,3,0
10233,1901205,2019-01-20,5,,1.0,0.85,4.0,10.0,0.0,6,20,Sunday,1,2019,3,1,1,0,0,0,0,31,3,0
10238,1901215,2019-01-21,5,,6.0,-0.425,9.0,71.0,0.0,0,21,Monday,1,2019,4,1,0,0,0,0,0,31,3,0
10243,1901225,2019-01-22,5,,5.0,0.1375,9.0,10.0,0.0,1,22,Tuesday,1,2019,4,1,0,0,0,0,0,31,4,0
10248,1901235,2019-01-23,5,,4.0,-3.075,7.0,10.0,0.0,2,23,Wednesday,1,2019,4,1,0,0,0,0,0,31,4,0
10253,1901245,2019-01-24,5,,8.0,-4.8125,6.0,22.0,0.0,3,24,Thursday,1,2019,4,1,0,0,0,0,0,31,4,0
10258,1901255,2019-01-25,5,,8.0,-3.3875,6.0,71.0,0.0,4,25,Friday,1,2019,4,1,0,0,0,0,0,31,4,0
10263,1901265,2019-01-26,5,,7.0,3.8375,7.0,61.0,0.0,5,26,Saturday,1,2019,4,1,1,0,0,0,0,31,4,0
10268,1901275,2019-01-27,5,,8.0,4.9375,7.0,61.0,0.0,6,27,Sunday,1,2019,4,1,1,0,0,0,0,31,4,0
10273,1901285,2019-01-28,5,,8.0,2.75,5.0,20.0,0.0,0,28,Monday,1,2019,5,1,0,0,0,0,0,31,4,0
10278,1901295,2019-01-29,5,,6.0,1.575,7.0,68.0,0.0,1,29,Tuesday,1,2019,5,1,0,0,0,0,0,31,5,0
10283,1901305,2019-01-30,5,,5.0,1.6,10.0,,0.0,2,30,Wednesday,1,2019,5,1,0,0,0,0,0,31,5,0
10288,1901315,2019-01-31,5,,7.0,1.4,7.0,20.0,0.0,3,31,Thursday,1,2019,5,1,0,0,1,0,0,31,5,0
10293,1902015,2019-02-01,5,,7.0,-0.075,12.0,10.0,0.0,4,32,Friday,2,2019,5,1,0,1,0,0,0,28,1,0
10298,1902025,2019-02-02,5,,8.0,1.7375,10.0,10.0,0.0,5,33,Saturday,2,2019,5,1,1,0,0,0,0,28,1,0
10303,1902035,2019-02-03,5,,1.0,2.5,9.0,0.0,0.0,6,34,Sunday,2,2019,5,1,1,0,0,0,0,28,1,0
10308,1902045,2019-02-04,5,,7.0,2.95,12.0,,0.0,0,35,Monday,2,2019,6,1,0,0,0,0,0,28,1,0
10313,1902055,2019-02-05,5,,7.0,4.6375,11.0,61.0,0.0,1,36,Tuesday,2,2019,6,1,0,0,0,0,0,28,1,0
10318,1902065,2019-02-06,5,,7.0,3.6625,11.0,61.0,0.0,2,37,Wednesday,2,2019,6,1,0,0,0,0,0,28,1,0
10323,1902075,2019-02-07,5,,7.0,6.0375,10.0,61.0,0.0,3,38,Thursday,2,2019,6,1,0,0,0,0,0,28,1,0
10328,1902085,2019-02-08,5,,7.0,6.5,11.0,61.0,0.0,4,39,Friday,2,2019,6,1,0,0,0,0,0,28,2,0
10333,1902095,2019-02-09,5,,7.0,7.4,18.0,61.0,0.0,5,40,Saturday,2,2019,6,1,1,0,0,0,0,28,2,0
10338,1902105,2019-02-10,5,,7.0,5.125,7.0,61.0,0.0,6,41,Sunday,2,2019,6,1,1,0,0,0,0,28,2,0
10343,1902115,2019-02-11,5,,2.0,5.9375,16.0,0.0,0.0,0,42,Monday,2,2019,7,1,0,0,0,0,0,28,2,0
10348,1902125,2019-02-12,5,,4.0,5.225,12.0,20.0,0.0,1,43,Tuesday,2,2019,7,1,0,0,0,0,0,28,2,0
10353,1902135,2019-02-13,5,,8.0,7.5375,13.0,20.0,0.0,2,44,Wednesday,2,2019,7,1,0,0,0,0,0,28,2,0
10358,1902145,2019-02-14,5,,3.0,7.4,10.0,10.0,0.0,3,45,Thursday,2,2019,7,1,0,0,0,0,0,28,2,0
10363,1902155,2019-02-15,5,,0.0,11.3375,7.0,0.0,0.0,4,46,Friday,2,2019,7,1,0,0,0,0,0,28,3,0
10368,1902165,2019-02-16,5,,0.0,10.425,12.0,5.0,0.0,5,47,Saturday,2,2019,7,1,1,0,0,0,0,28,3,0
10373,1902175,2019-02-17,5,,3.0,11.625,5.0,5.0,0.0,6,48,Sunday,2,2019,7,1,1,0,0,0,0,28,3,0
10378,1902185,2019-02-18,5,,0.0,11.725,7.0,0.0,0.0,0,49,Monday,2,2019,8,1,0,0,0,0,0,28,3,0
10383,1902195,2019-02-19,5,,7.0,6.75,15.0,63.0,0.0,1,50,Tuesday,2,2019,8,1,0,0,0,0,0,28,3,0
10388,1902205,2019-02-20,5,,7.0,7.34,11.0,61.0,0.0,2,51,Wednesday,2,2019,8,1,0,0,0,0,0,28,3,0
10393,1902215,2019-02-21,5,,8.0,7.675,12.0,61.0,0.0,3,52,Thursday,2,2019,8,1,0,0,0,0,0,28,3,0
10398,1902225,2019-02-22,5,,4.0,4.125,11.0,0.0,0.0,4,53,Friday,2,2019,8,1,0,0,0,0,0,28,4,0
10403,1902235,2019-02-23,5,,6.0,4.775,6.0,,0.0,5,54,Saturday,2,2019,8,1,1,0,0,0,0,28,4,0
10408,1902245,2019-02-24,5,,0.0,9.6875,9.0,5.0,0.0,6,55,Sunday,2,2019,8,1,1,0,0,0,0,28,4,0
10413,1902255,2019-02-25,5,,0.0,9.8125,9.0,21.0,0.0,0,56,Monday,2,2019,9,1,0,0,0,0,0,28,4,0
10418,1902265,2019-02-26,5,,0.0,10.85,7.0,5.0,0.0,1,57,Tuesday,2,2019,9,1,0,0,0,0,0,28,4,0
10423,1902275,2019-02-27,5,,1.0,13.4125,10.0,5.0,0.0,2,58,Wednesday,2,2019,9,1,0,0,0,0,0,28,4,0
10428,1902285,2019-02-28,5,,5.0,7.8875,11.0,21.0,0.0,3,59,Thursday,2,2019,9,1,0,0,1,0,0,28,4,0
10433,1903015,2019-03-01,5,,7.0,5.6375,8.0,,0.0,4,60,Friday,3,2019,9,1,0,1,0,0,0,31,1,0
10438,1903025,2019-03-02,5,,7.0,5.4,7.0,,0.0,5,61,Saturday,3,2019,9,1,1,0,0,0,0,31,1,0
10443,1903035,2019-03-03,5,,6.0,8.975,13.0,61.0,0.0,6,62,Sunday,3,2019,9,1,1,0,0,0,0,31,1,0
10448,1903045,2019-03-04,5,,6.0,7.5375,20.0,61.0,0.0,0,63,Monday,3,2019,10,1,0,0,0,0,0,31,1,0
10453,1903055,2019-03-05,5,,5.0,6.8875,17.0,61.0,0.0,1,64,Tuesday,3,2019,10,1,0,0,0,0,0,31,1,0
10458,1903065,2019-03-06,5,,7.0,6.7625,9.0,61.0,0.0,2,65,Wednesday,3,2019,10,1,0,0,0,0,0,31,1,0
10463,1903075,2019-03-07,5,,6.0,9.65,19.0,61.0,0.0,3,66,Thursday,3,2019,10,1,0,0,0,0,0,31,1,0
10468,1903085,2019-03-08,5,,5.0,6.8875,26.0,61.0,0.0,4,67,Friday,3,2019,10,1,0,0,0,0,0,31,2,0
10473,1903095,2019-03-09,5,,6.0,6.35,22.0,63.0,0.0,5,68,Saturday,3,2019,10,1,1,0,0,0,0,31,2,0
10478,1903105,2019-03-10,5,,6.0,6.8875,10.0,21.0,0.0,6,69,Sunday,3,2019,10,1,1,0,0,0,0,31,2,0
10483,1903115,2019-03-11,5,,5.0,4.075,6.0,61.0,0.0,0,70,Monday,3,2019,11,1,0,0,0,0,0,31,2,0
10488,1903125,2019-03-12,5,,6.0,5.425,13.0,61.0,0.0,1,71,Tuesday,3,2019,11,1,0,0,0,0,0,31,2,0
10493,1903135,2019-03-13,5,,7.0,5.8,15.0,63.0,0.0,2,72,Wednesday,3,2019,11,1,0,0,0,0,0,31,2,0
10498,1903145,2019-03-14,5,,7.0,5.5625,12.0,61.0,0.0,3,73,Thursday,3,2019,11,1,0,0,0,0,0,31,2,0
10503,1903155,2019-03-15,5,,7.0,7.4875,25.0,61.0,0.0,4,74,Friday,3,2019,11,1,0,0,0,0,0,31,3,0
10508,1903165,2019-03-16,5,,7.0,5.5875,11.0,61.0,0.0,5,75,Saturday,3,2019,11,1,1,0,0,0,0,31,3,0
10513,1903175,2019-03-17,5,,5.0,7.4,20.0,21.0,0.0,6,76,Sunday,3,2019,11,1,1,0,0,0,0,31,3,0
10518,1903185,2019-03-18,5,,5.0,6.325,21.0,61.0,0.0,0,77,Monday,3,2019,12,1,0,0,0,0,0,31,3,0
10523,1903195,2019-03-19,5,,3.0,7.0125,11.0,5.0,0.0,1,78,Tuesday,3,2019,12,1,0,0,0,0,0,31,3,0
10528,1903215,2019-03-21,5,,8.0,10.225,14.0,10.0,0.0,3,80,Thursday,3,2019,12,1,0,0,0,0,0,31,3,0
10533,1903225,2019-03-22,5,,7.0,9.7,6.0,20.0,0.0,4,81,Friday,3,2019,12,1,0,0,0,0,0,31,4,0
10538,1903235,2019-03-23,5,,6.0,10.2625,15.0,10.0,0.0,5,82,Saturday,3,2019,12,1,1,0,0,0,0,31,4,0
10543,1903245,2019-03-24,5,,4.0,7.6625,12.0,0.0,0.0,6,83,Sunday,3,2019,12,1,1,0,0,0,0,31,4,0
10548,1903255,2019-03-25,5,,4.0,7.3375,17.0,21.0,0.0,0,84,Monday,3,2019,13,1,0,0,0,0,0,31,4,0
10553,1903265,2019-03-26,5,,7.0,7.8375,16.0,21.0,0.0,1,85,Tuesday,3,2019,13,1,0,0,0,0,0,31,4,0
10558,1903275,2019-03-27,5,,8.0,8.375,14.0,61.0,0.0,2,86,Wednesday,3,2019,13,1,0,0,0,0,0,31,4,0
10563,1903285,2019-03-28,5,,8.0,10.7,9.0,,0.0,3,87,Thursday,3,2019,13,1,0,0,0,0,0,31,4,0
10568,1903295,2019-03-29,5,,5.0,12.1125,11.0,21.0,0.0,4,88,Friday,3,2019,13,1,0,0,0,0,0,31,5,0
10573,1903305,2019-03-30,5,,1.0,15.5,11.0,5.0,0.0,5,89,Saturday,3,2019,13,1,1,0,0,0,0,31,5,0
10578,1903315,2019-03-31,5,,0.0,7.6625,13.0,5.0,0.0,6,90,Sunday,3,2019,13,1,1,0,1,0,0,31,5,0
10583,1904015,2019-04-01,5,,0.0,8.05,13.0,5.0,0.0,0,91,Monday,4,2019,14,2,0,1,0,0,0,30,1,0
10588,1904025,2019-04-02,5,,0.0,11.685714,10.0,5.0,0.0,1,92,Tuesday,4,2019,14,2,0,0,0,0,0,30,1,0
