,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Umsatz,KielerWoche,weekday,dayofyear,day_of_week,Product_type,Year,Date,Warengruppe_1.0,Warengruppe_2.0,Warengruppe_3.0,Warengruppe_4.0,Warengruppe_5.0,Warengruppe_6.0,day_of_week_enc_1.0,day_of_week_enc_2.0,day_of_week_enc_3.0,day_of_week_enc_4.0,day_of_week_enc_5.0,day_of_week_enc_6.0,day_of_week_enc_7.0,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Produktgruppe_enc
7866,2017-10-17,7.0,14.725,13.0,,1710175.0,243.654436807116,0.0,1.0,290.0,Tuesday,Cake,2017.0,2017-10-17,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7871,2017-10-18,4.0,14.8125,6.0,0.0,1710185.0,252.221751760971,0.0,2.0,291.0,Wednesday,Cake,2017.0,2017-10-18,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7876,2017-10-19,6.0,14.85,9.0,10.0,1710195.0,248.139879342767,0.0,3.0,292.0,Thursday,Cake,2017.0,2017-10-19,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7881,2017-10-20,7.0,14.175,6.0,61.0,1710205.0,245.085584097377,0.0,4.0,293.0,Friday,Cake,2017.0,2017-10-20,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7886,2017-10-21,7.0,13.0375,6.0,61.0,1710215.0,283.147732419059,0.0,5.0,294.0,Saturday,Cake,2017.0,2017-10-21,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7891,2017-10-22,7.0,11.025,7.0,61.0,1710225.0,310.598534350843,0.0,6.0,295.0,Sunday,Cake,2017.0,2017-10-22,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7896,2017-10-24,7.0,11.925,8.0,61.0,1710245.0,235.057967677447,0.0,1.0,297.0,Tuesday,Cake,2017.0,2017-10-24,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7901,2017-10-25,7.0,14.225,16.0,61.0,1710255.0,237.570580195407,0.0,2.0,298.0,Wednesday,Cake,2017.0,2017-10-25,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7906,2017-10-26,5.0,13.475,12.0,,1710265.0,211.310572068957,0.0,3.0,299.0,Thursday,Cake,2017.0,2017-10-26,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7911,2017-10-27,4.0,11.95,13.0,,1710275.0,270.124179027441,0.0,4.0,300.0,Friday,Cake,2017.0,2017-10-27,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7916,2017-10-28,7.0,11.2125,17.0,61.0,1710285.0,294.86190808903,0.0,5.0,301.0,Saturday,Cake,2017.0,2017-10-28,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7921,2017-10-29,2.0,9.9,20.0,21.0,1710295.0,288.883204317746,0.0,6.0,302.0,Sunday,Cake,2017.0,2017-10-29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7926,2017-10-30,,8.1,11.0,,1710305.0,349.552126584613,0.0,0.0,303.0,Monday,Cake,2017.0,2017-10-30,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
7932,2017-11-01,,12.975,12.0,,1711015.0,225.046455806744,0.0,2.0,305.0,Wednesday,Cake,2017.0,2017-11-01,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7938,2017-11-02,,11.6875,13.0,,1711025.0,211.038003898981,0.0,3.0,306.0,Thursday,Cake,2017.0,2017-11-02,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7944,2017-11-03,,9.4375,7.0,,1711035.0,222.547233588861,0.0,4.0,307.0,Friday,Cake,2017.0,2017-11-03,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7950,2017-11-04,,10.2625,5.0,,1711045.0,238.74868723471,0.0,5.0,308.0,Saturday,Cake,2017.0,2017-11-04,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7956,2017-11-05,,9.8,8.0,,1711055.0,238.177696155918,0.0,6.0,309.0,Sunday,Cake,2017.0,2017-11-05,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7962,2017-11-06,,8.2125,7.0,,1711065.0,183.512613245384,0.0,0.0,310.0,Monday,Cake,2017.0,2017-11-06,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7968,2017-11-07,,6.7875,5.0,,1711075.0,209.558055324474,0.0,1.0,311.0,Tuesday,Cake,2017.0,2017-11-07,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7974,2017-11-08,,8.625,9.0,,1711085.0,158.471260467753,0.0,2.0,312.0,Wednesday,Cake,2017.0,2017-11-08,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7980,2017-11-09,6.0,8.55,9.0,10.0,1711095.0,186.82204280255,0.0,3.0,313.0,Thursday,Cake,2017.0,2017-11-09,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7986,2017-11-10,7.0,7.5375,16.0,61.0,1711105.0,195.151969083118,0.0,4.0,314.0,Friday,Cake,2017.0,2017-11-10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7992,2017-11-11,5.0,5.2375,8.0,63.0,1711115.0,180.222256933744,0.0,5.0,315.0,Saturday,Cake,2017.0,2017-11-11,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
7998,2017-11-12,7.0,5.575,7.0,61.0,1711125.0,251.919049828483,0.0,6.0,316.0,Sunday,Cake,2017.0,2017-11-12,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8004,2017-11-13,2.0,5.9,9.0,10.0,1711135.0,190.681809391916,0.0,0.0,317.0,Monday,Cake,2017.0,2017-11-13,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8010,2017-11-14,7.0,6.3875,11.0,61.0,1711145.0,178.661803492764,0.0,1.0,318.0,Tuesday,Cake,2017.0,2017-11-14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8016,2017-11-15,7.0,9.375,7.0,61.0,1711155.0,206.279762470308,0.0,2.0,319.0,Wednesday,Cake,2017.0,2017-11-15,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8022,2017-11-16,8.0,8.8125,8.0,61.0,1711165.0,171.727290113674,0.0,3.0,320.0,Thursday,Cake,2017.0,2017-11-16,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8028,2017-11-17,3.0,7.725,10.0,21.0,1711175.0,192.143281265743,0.0,4.0,321.0,Friday,Cake,2017.0,2017-11-17,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8034,2017-11-18,5.0,5.35,12.0,65.0,1711185.0,195.853648840263,0.0,5.0,322.0,Saturday,Cake,2017.0,2017-11-18,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8040,2017-11-19,3.0,6.25,15.0,21.0,1711195.0,290.527837190715,0.0,6.0,323.0,Sunday,Cake,2017.0,2017-11-19,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8046,2017-11-20,6.0,5.9625,6.0,,1711205.0,158.330039317857,0.0,0.0,324.0,Monday,Cake,2017.0,2017-11-20,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8052,2017-11-21,7.0,4.9875,5.0,61.0,1711215.0,164.080416153047,0.0,1.0,325.0,Tuesday,Cake,2017.0,2017-11-21,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8058,2017-11-22,7.0,10.6125,10.0,61.0,1711225.0,181.432932775224,0.0,2.0,326.0,Wednesday,Cake,2017.0,2017-11-22,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8064,2017-11-23,7.0,12.225,16.0,61.0,1711235.0,163.133572693129,0.0,3.0,327.0,Thursday,Cake,2017.0,2017-11-23,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8070,2017-11-24,7.0,6.9875,8.0,61.0,1711245.0,190.085144215812,0.0,4.0,328.0,Friday,Cake,2017.0,2017-11-24,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8076,2017-11-25,7.0,2.775,5.0,45.0,1711255.0,173.387868915418,0.0,5.0,329.0,Saturday,Cake,2017.0,2017-11-25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8082,2017-11-26,7.0,4.65,12.0,61.0,1711265.0,223.727809609641,0.0,6.0,330.0,Sunday,Cake,2017.0,2017-11-26,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8088,2017-11-27,7.0,4.5625,14.0,61.0,1711275.0,200.072289929706,0.0,0.0,331.0,Monday,Cake,2017.0,2017-11-27,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8094,2017-11-28,7.0,5.4875,12.0,61.0,1711285.0,183.812795854092,0.0,1.0,332.0,Tuesday,Cake,2017.0,2017-11-28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8100,2017-11-29,7.0,4.225,6.0,61.0,1711295.0,187.807886915041,0.0,2.0,333.0,Wednesday,Cake,2017.0,2017-11-29,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8106,2017-11-30,7.0,2.8125,4.0,10.0,1711305.0,215.347994961026,0.0,3.0,334.0,Thursday,Cake,2017.0,2017-11-30,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.0
8112,2017-12-01,6.0,4.3625,8.0,68.0,1712015.0,205.146848262433,0.0,4.0,335.0,Friday,Cake,2017.0,2017-12-01,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8118,2017-12-02,7.0,0.375,8.0,61.0,1712025.0,213.255598532005,0.0,5.0,336.0,Saturday,Cake,2017.0,2017-12-02,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8124,2017-12-03,7.0,5.225,7.0,61.0,1712035.0,251.201023955334,0.0,6.0,337.0,Sunday,Cake,2017.0,2017-12-03,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8130,2017-12-04,2.0,5.3375,12.0,,1712045.0,167.07305419771,0.0,0.0,338.0,Monday,Cake,2017.0,2017-12-04,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8136,2017-12-05,7.0,8.65,17.0,21.0,1712055.0,165.220390196023,0.0,1.0,339.0,Tuesday,Cake,2017.0,2017-12-05,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8142,2017-12-06,7.0,8.9,17.0,0.0,1712065.0,189.869482426349,0.0,2.0,340.0,Wednesday,Cake,2017.0,2017-12-06,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8148,2017-12-07,8.0,5.7625,13.0,61.0,1712075.0,193.736855216235,0.0,3.0,341.0,Thursday,Cake,2017.0,2017-12-07,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8154,2017-12-08,6.0,1.675,10.0,73.0,1712085.0,195.006756092183,0.0,4.0,342.0,Friday,Cake,2017.0,2017-12-08,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8160,2017-12-09,3.0,3.5125,10.0,61.0,1712095.0,213.992875770387,0.0,5.0,343.0,Saturday,Cake,2017.0,2017-12-09,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8166,2017-12-10,7.0,0.9875,9.0,22.0,1712105.0,230.009052923776,0.0,6.0,344.0,Sunday,Cake,2017.0,2017-12-10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8172,2017-12-11,8.0,2.2375,14.0,61.0,1712115.0,162.390126292779,0.0,0.0,345.0,Monday,Cake,2017.0,2017-12-11,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8178,2017-12-12,7.0,1.55,12.0,68.0,1712125.0,171.789515630901,0.0,1.0,346.0,Tuesday,Cake,2017.0,2017-12-12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8184,2017-12-13,7.0,1.9875,12.0,69.0,1712135.0,162.960520031848,0.0,2.0,347.0,Wednesday,Cake,2017.0,2017-12-13,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8190,2017-12-14,7.0,3.025,12.0,61.0,1712145.0,215.233289739844,0.0,3.0,348.0,Thursday,Cake,2017.0,2017-12-14,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8196,2017-12-15,7.0,3.0375,9.0,20.0,1712155.0,206.324236158375,0.0,4.0,349.0,Friday,Cake,2017.0,2017-12-15,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8202,2017-12-16,1.0,3.275,10.0,10.0,1712165.0,233.884316697174,0.0,5.0,350.0,Saturday,Cake,2017.0,2017-12-16,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8208,2017-12-17,3.0,1.1375,7.0,10.0,1712175.0,277.174647131406,0.0,6.0,351.0,Sunday,Cake,2017.0,2017-12-17,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8214,2017-12-18,5.0,2.4625,6.0,10.0,1712185.0,134.405698196815,0.0,0.0,352.0,Monday,Cake,2017.0,2017-12-18,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8220,2017-12-19,7.0,5.9125,7.0,20.0,1712195.0,149.475430361226,0.0,1.0,353.0,Tuesday,Cake,2017.0,2017-12-19,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8226,2017-12-20,7.0,6.6375,6.0,20.0,1712205.0,157.72174313434,0.0,2.0,354.0,Wednesday,Cake,2017.0,2017-12-20,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8232,2017-12-21,7.0,6.2375,10.0,21.0,1712215.0,178.949150168941,0.0,3.0,355.0,Thursday,Cake,2017.0,2017-12-21,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8238,2017-12-22,7.0,5.7625,9.0,10.0,1712225.0,169.148699883427,0.0,4.0,356.0,Friday,Cake,2017.0,2017-12-22,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8244,2017-12-23,7.0,7.8,19.0,61.0,1712235.0,190.505322033484,0.0,5.0,357.0,Saturday,Cake,2017.0,2017-12-23,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8250,2017-12-24,7.0,8.1125,16.0,61.0,1712245.0,199.910108801589,0.0,6.0,358.0,Sunday,Cake,2017.0,2017-12-24,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8256,2017-12-27,7.0,4.6125,7.0,21.0,1712275.0,220.052505331711,0.0,2.0,361.0,Wednesday,Cake,2017.0,2017-12-27,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8262,2017-12-28,4.0,4.0875,11.0,61.0,1712285.0,266.290326838145,0.0,3.0,362.0,Thursday,Cake,2017.0,2017-12-28,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8267,2017-12-29,5.0,2.8125,11.0,61.0,1712295.0,285.850859014997,0.0,4.0,363.0,Friday,Cake,2017.0,2017-12-29,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8272,2017-12-30,7.0,4.05,10.0,61.0,1712305.0,444.332521393835,0.0,5.0,364.0,Saturday,Cake,2017.0,2017-12-30,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8277,2017-12-31,7.0,8.25,16.0,63.0,1712315.0,1432.42234722783,0.0,6.0,365.0,Sunday,Cake,2017.0,2017-12-31,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.0
8282,2018-01-02,6.0,5.7,8.0,61.0,1801025.0,278.690545437323,0.0,1.0,2.0,Tuesday,Cake,2018.0,2018-01-02,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8287,2018-01-03,7.0,6.475,11.0,61.0,1801035.0,234.246543565331,0.0,2.0,3.0,Wednesday,Cake,2018.0,2018-01-03,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8292,2018-01-04,6.0,5.5125,7.0,61.0,1801045.0,231.043777731608,0.0,3.0,4.0,Thursday,Cake,2018.0,2018-01-04,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8297,2018-01-05,8.0,4.325,10.0,61.0,1801055.0,191.050544157891,0.0,4.0,5.0,Friday,Cake,2018.0,2018-01-05,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8302,2018-01-06,7.0,3.1875,8.0,61.0,1801065.0,264.145810508481,0.0,5.0,6.0,Saturday,Cake,2018.0,2018-01-06,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8307,2018-01-07,0.0,0.65,8.0,,1801075.0,316.353343557096,0.0,6.0,7.0,Sunday,Cake,2018.0,2018-01-07,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8312,2018-01-08,1.0,0.9875,7.0,5.0,1801085.0,270.748463547217,0.0,0.0,8.0,Monday,Cake,2018.0,2018-01-08,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8317,2018-01-09,4.0,3.1625,11.0,0.0,1801095.0,170.647299973653,0.0,1.0,9.0,Tuesday,Cake,2018.0,2018-01-09,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8322,2018-01-10,6.0,4.0125,6.0,21.0,1801105.0,192.264635692538,0.0,2.0,10.0,Wednesday,Cake,2018.0,2018-01-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8327,2018-01-11,7.0,3.8375,10.0,61.0,1801115.0,170.354115774724,0.0,3.0,11.0,Thursday,Cake,2018.0,2018-01-11,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8332,2018-01-12,7.0,2.275,10.0,10.0,1801125.0,211.608032733142,0.0,4.0,12.0,Friday,Cake,2018.0,2018-01-12,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8337,2018-01-13,8.0,1.275,8.0,10.0,1801135.0,256.585594385779,0.0,5.0,13.0,Saturday,Cake,2018.0,2018-01-13,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8342,2018-01-14,1.0,0.325,8.0,5.0,1801145.0,326.994080961684,0.0,6.0,14.0,Sunday,Cake,2018.0,2018-01-14,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8347,2018-01-15,7.0,1.5625,12.0,61.0,1801155.0,214.087728077301,0.0,0.0,15.0,Monday,Cake,2018.0,2018-01-15,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8352,2018-01-16,7.0,3.3625,9.0,61.0,1801165.0,177.197009401223,0.0,1.0,16.0,Tuesday,Cake,2018.0,2018-01-16,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8357,2018-01-17,6.0,1.8125,10.0,61.0,1801175.0,199.780437868024,0.0,2.0,17.0,Wednesday,Cake,2018.0,2018-01-17,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8362,2018-01-18,7.0,1.1625,17.0,73.0,1801185.0,221.520213856511,0.0,3.0,18.0,Thursday,Cake,2018.0,2018-01-18,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8367,2018-01-19,6.0,1.975,10.0,73.0,1801195.0,227.629762665163,0.0,4.0,19.0,Friday,Cake,2018.0,2018-01-19,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8372,2018-01-20,8.0,1.75,7.0,61.0,1801205.0,295.611586876073,0.0,5.0,20.0,Saturday,Cake,2018.0,2018-01-20,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8377,2018-01-21,6.0,-0.6125,3.0,49.0,1801215.0,288.064172457206,0.0,6.0,21.0,Sunday,Cake,2018.0,2018-01-21,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8382,2018-01-22,7.0,0.675,7.0,77.0,1801225.0,205.21919174015,0.0,0.0,22.0,Monday,Cake,2018.0,2018-01-22,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8387,2018-01-23,7.0,4.6625,7.0,61.0,1801235.0,192.567272871935,0.0,1.0,23.0,Tuesday,Cake,2018.0,2018-01-23,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8392,2018-01-24,8.0,11.6,14.0,61.0,1801245.0,191.599397751055,0.0,2.0,24.0,Wednesday,Cake,2018.0,2018-01-24,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8397,2018-01-25,7.0,7.95,9.0,21.0,1801255.0,189.908855738294,0.0,3.0,25.0,Thursday,Cake,2018.0,2018-01-25,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8402,2018-01-26,6.0,5.9625,5.0,45.0,1801265.0,241.003825744459,0.0,4.0,26.0,Friday,Cake,2018.0,2018-01-26,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8407,2018-01-27,8.0,5.6375,9.0,10.0,1801275.0,238.508599445852,0.0,5.0,27.0,Saturday,Cake,2018.0,2018-01-27,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8412,2018-01-28,6.0,7.6625,16.0,61.0,1801285.0,343.016602652484,0.0,6.0,28.0,Sunday,Cake,2018.0,2018-01-28,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8417,2018-01-29,7.0,7.55,21.0,63.0,1801295.0,193.549213544791,0.0,0.0,29.0,Monday,Cake,2018.0,2018-01-29,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8422,2018-01-30,4.0,5.7375,15.0,10.0,1801305.0,209.702544523933,0.0,1.0,30.0,Tuesday,Cake,2018.0,2018-01-30,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8427,2018-01-31,7.0,6.3,15.0,61.0,1801315.0,215.663462355236,0.0,2.0,31.0,Wednesday,Cake,2018.0,2018-01-31,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0
8432,2018-02-01,7.0,3.5125,11.0,61.0,1802015.0,229.803294936102,0.0,3.0,32.0,Thursday,Cake,2018.0,2018-02-01,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.0
8437,2018-02-02,7.0,3.45,6.0,61.0,1802025.0,228.591244327193,0.0,4.0,33.0,Friday,Cake,2018.0,2018-02-02,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.0
8442,2018-02-03,7.0,-1.1625,8.0,71.0,1802035.0,277.395112937839,0.0,5.0,34.0,Saturday,Cake,2018.0,2018-02-03,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.0
8447,2018-02-04,7.0,0.825,18.0,73.0,1802045.0,328.403879136331,0.0,6.0,35.0,Sunday,Cake,2018.0,2018-02-04,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,5.0
8452,2018-02-05,7.0,-0.2375,10.0,22.0,1802055.0,235.745691044597,0.0,0.0,36.0,Monday,Cake,2018.0,2018-02-05,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.0
8457,2018-02-06,1.0,-0.8625,5.0,10.0,1802065.0,298.01563750602,0.0,1.0,37.0,Tuesday,Cake,2018.0,2018-02-06,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.0
