,id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,weekday,dayofyear,day_of_week,month,year,weekofyear,quarter,is_weekend,is_month_start,is_month_end,is_year_start,is_year_end,days_in_month,weekofmonth,is_leap_year,Product_type,Year,Date
484,1310073,2013-10-07,3,146.80201055568,1.0,16.275,7.0,,0.0,0,280,Monday,10,2013,41,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-10-07
489,1310083,2013-10-08,3,179.71807625926,6.0,15.1125,8.0,61.0,0.0,1,281,Tuesday,10,2013,41,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-10-08
494,1310093,2013-10-09,3,153.104643981133,7.0,14.3125,10.0,21.0,0.0,2,282,Wednesday,10,2013,41,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-10-09
499,1310103,2013-10-10,3,157.491453078096,5.0,10.975,6.0,,0.0,3,283,Thursday,10,2013,41,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-10-10
504,1310113,2013-10-11,3,166.021960265633,7.0,13.8625,20.0,10.0,0.0,4,284,Friday,10,2013,41,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-10-11
509,1310123,2013-10-12,3,204.748697582742,8.0,13.025,21.0,63.0,0.0,5,285,Saturday,10,2013,41,4,1,0,0,0,0,31,2,0,Croissant,2013,2013-10-12
514,1310133,2013-10-13,3,187.165299913108,5.0,10.8625,5.0,,0.0,6,286,Sunday,10,2013,41,4,1,0,0,0,0,31,2,0,Croissant,2013,2013-10-13
519,1310143,2013-10-14,3,155.668175429767,2.0,12.525,6.0,,0.0,0,287,Monday,10,2013,42,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-10-14
524,1310153,2013-10-15,3,127.284237581592,7.0,10.6625,4.0,63.0,0.0,1,288,Tuesday,10,2013,42,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-10-15
529,1310163,2013-10-16,3,143.148086490441,8.0,12.275,7.0,,0.0,2,289,Wednesday,10,2013,42,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-10-16
534,1310173,2013-10-17,3,138.523531007126,7.0,12.0,15.0,65.0,0.0,3,290,Thursday,10,2013,42,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-10-17
539,1310183,2013-10-18,3,154.060413787211,1.0,9.075,9.0,,0.0,4,291,Friday,10,2013,42,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-10-18
544,1310193,2013-10-19,3,218.403804936665,7.0,9.45,9.0,,0.0,5,292,Saturday,10,2013,42,4,1,0,0,0,0,31,3,0,Croissant,2013,2013-10-19
549,1310203,2013-10-20,3,184.738688804128,7.0,15.1875,8.0,21.0,0.0,6,293,Sunday,10,2013,42,4,1,0,0,0,0,31,3,0,Croissant,2013,2013-10-20
554,1310213,2013-10-21,3,158.600060112572,7.0,14.2625,8.0,61.0,0.0,0,294,Monday,10,2013,43,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-10-21
559,1310223,2013-10-22,3,124.349835290535,2.0,17.6375,7.0,,0.0,1,295,Tuesday,10,2013,43,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-10-22
564,1310233,2013-10-23,3,127.206231759846,6.0,17.675,9.0,,0.0,2,296,Wednesday,10,2013,43,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-10-23
569,1310243,2013-10-24,3,156.231332746406,5.0,12.6875,12.0,61.0,0.0,3,297,Thursday,10,2013,43,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-10-24
575,1310253,2013-10-25,3,160.591057645463,7.0,11.8875,7.0,61.0,0.0,4,298,Friday,10,2013,43,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-10-25
581,1310263,2013-10-26,3,189.242202262172,5.0,16.775,10.0,21.0,0.0,5,299,Saturday,10,2013,43,4,1,0,0,0,0,31,4,0,Croissant,2013,2013-10-26
587,1310273,2013-10-27,3,190.712737133049,6.0,14.9875,16.0,65.0,0.0,6,300,Sunday,10,2013,43,4,1,0,0,0,0,31,4,0,Croissant,2013,2013-10-27
593,1310283,2013-10-28,3,133.336139828081,7.0,14.3625,29.0,63.0,0.0,0,301,Monday,10,2013,44,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-10-28
598,1310293,2013-10-29,3,140.485738793355,7.0,10.775,17.0,63.0,0.0,1,302,Tuesday,10,2013,44,4,0,0,0,0,0,31,5,0,Croissant,2013,2013-10-29
604,1310303,2013-10-30,3,130.066409188398,6.0,10.4375,10.0,61.0,0.0,2,303,Wednesday,10,2013,44,4,0,0,0,0,0,31,5,0,Croissant,2013,2013-10-30
610,1310313,2013-10-31,3,131.888004220895,5.0,11.1625,13.0,21.0,0.0,3,304,Thursday,10,2013,44,4,0,0,1,0,0,31,5,0,Croissant,2013,2013-10-31
616,1311013,2013-11-01,3,131.595462324601,8.0,10.625,9.0,63.0,0.0,4,305,Friday,11,2013,44,4,0,1,0,0,0,30,1,0,Croissant,2013,2013-11-01
622,1311023,2013-11-02,3,196.1559913362,8.0,8.8875,3.0,63.0,0.0,5,306,Saturday,11,2013,44,4,1,0,0,0,0,30,1,0,Croissant,2013,2013-11-02
628,1311033,2013-11-03,3,170.032963538546,6.0,10.7,15.0,21.0,0.0,6,307,Sunday,11,2013,44,4,1,0,0,0,0,30,1,0,Croissant,2013,2013-11-03
634,1311043,2013-11-04,3,127.268329765293,7.0,6.8375,7.0,63.0,0.0,0,308,Monday,11,2013,45,4,0,0,0,0,0,30,1,0,Croissant,2013,2013-11-04
639,1311053,2013-11-05,3,103.887044199963,4.0,8.9,12.0,61.0,0.0,1,309,Tuesday,11,2013,45,4,0,0,0,0,0,30,1,0,Croissant,2013,2013-11-05
645,1311063,2013-11-06,3,79.0889861643745,4.0,8.1375,12.0,63.0,0.0,2,310,Wednesday,11,2013,45,4,0,0,0,0,0,30,1,0,Croissant,2013,2013-11-06
651,1311073,2013-11-07,3,122.745430561521,6.0,9.5,10.0,61.0,0.0,3,311,Thursday,11,2013,45,4,0,0,0,0,0,30,1,0,Croissant,2013,2013-11-07
657,1311083,2013-11-08,3,101.771889831401,3.0,9.325,9.0,,0.0,4,312,Friday,11,2013,45,4,0,0,0,0,0,30,2,0,Croissant,2013,2013-11-08
663,1311093,2013-11-09,3,136.287645125254,5.0,7.7,16.0,63.0,0.0,5,313,Saturday,11,2013,45,4,1,0,0,0,0,30,2,0,Croissant,2013,2013-11-09
669,1311103,2013-11-10,3,190.963900511964,2.0,6.9875,12.0,63.0,0.0,6,314,Sunday,11,2013,45,4,1,0,0,0,0,30,2,0,Croissant,2013,2013-11-10
675,1311113,2013-11-11,3,120.162641671644,2.0,8.3125,5.0,,0.0,0,315,Monday,11,2013,46,4,0,0,0,0,0,30,2,0,Croissant,2013,2013-11-11
681,1311123,2013-11-12,3,107.253206740507,7.0,5.9375,9.0,61.0,0.0,1,316,Tuesday,11,2013,46,4,0,0,0,0,0,30,2,0,Croissant,2013,2013-11-12
687,1311133,2013-11-13,3,119.867748504171,1.0,8.8,12.0,0.0,0.0,2,317,Wednesday,11,2013,46,4,0,0,0,0,0,30,2,0,Croissant,2013,2013-11-13
693,1311143,2013-11-14,3,69.8361305530764,5.0,6.9375,9.0,21.0,0.0,3,318,Thursday,11,2013,46,4,0,0,0,0,0,30,2,0,Croissant,2013,2013-11-14
699,1311153,2013-11-15,3,93.6794869368266,7.0,6.45,6.0,21.0,0.0,4,319,Friday,11,2013,46,4,0,0,0,0,0,30,3,0,Croissant,2013,2013-11-15
705,1311163,2013-11-16,3,137.151643129665,8.0,8.875,12.0,,0.0,5,320,Saturday,11,2013,46,4,1,0,0,0,0,30,3,0,Croissant,2013,2013-11-16
711,1311173,2013-11-17,3,219.230607681238,2.0,8.8875,8.0,0.0,0.0,6,321,Sunday,11,2013,46,4,1,0,0,0,0,30,3,0,Croissant,2013,2013-11-17
717,1311183,2013-11-18,3,91.0125010507372,7.0,6.65,5.0,63.0,0.0,0,322,Monday,11,2013,47,4,0,0,0,0,0,30,3,0,Croissant,2013,2013-11-18
723,1311193,2013-11-19,3,82.9422221901555,8.0,5.8375,8.0,61.0,0.0,1,323,Tuesday,11,2013,47,4,0,0,0,0,0,30,3,0,Croissant,2013,2013-11-19
729,1311203,2013-11-20,3,97.7892812341537,6.0,3.85,6.0,,0.0,2,324,Wednesday,11,2013,47,4,0,0,0,0,0,30,3,0,Croissant,2013,2013-11-20
735,1311213,2013-11-21,3,101.903925231963,2.0,3.275,8.0,10.0,0.0,3,325,Thursday,11,2013,47,4,0,0,0,0,0,30,3,0,Croissant,2013,2013-11-21
741,1311223,2013-11-22,3,93.0736046522105,7.0,5.375,10.0,21.0,0.0,4,326,Friday,11,2013,47,4,0,0,0,0,0,30,4,0,Croissant,2013,2013-11-22
747,1311233,2013-11-23,3,174.47896691478,3.0,4.9125,6.0,,0.0,5,327,Saturday,11,2013,47,4,1,0,0,0,0,30,4,0,Croissant,2013,2013-11-23
753,1311243,2013-11-24,3,256.642590494745,0.0,4.6,16.0,,0.0,6,328,Sunday,11,2013,47,4,1,0,0,0,0,30,4,0,Croissant,2013,2013-11-24
759,1311253,2013-11-25,3,73.4033326848311,0.0,3.7,10.0,,0.0,0,329,Monday,11,2013,48,4,0,0,0,0,0,30,4,0,Croissant,2013,2013-11-25
765,1311263,2013-11-26,3,102.058774564762,2.0,2.3125,6.0,,0.0,1,330,Tuesday,11,2013,48,4,0,0,0,0,0,30,4,0,Croissant,2013,2013-11-26
771,1311273,2013-11-27,3,73.1540919998792,8.0,7.3125,12.0,61.0,0.0,2,331,Wednesday,11,2013,48,4,0,0,0,0,0,30,4,0,Croissant,2013,2013-11-27
777,1311283,2013-11-28,3,111.25498488686,2.0,8.025,18.0,,0.0,3,332,Thursday,11,2013,48,4,0,0,0,0,0,30,4,0,Croissant,2013,2013-11-28
783,1311293,2013-11-29,3,98.1353983496204,8.0,5.9875,11.0,63.0,0.0,4,333,Friday,11,2013,48,4,0,0,0,0,0,30,5,0,Croissant,2013,2013-11-29
789,1311303,2013-11-30,3,113.559536109209,7.0,5.525,10.0,20.0,0.0,5,334,Saturday,11,2013,48,4,1,0,1,0,0,30,5,0,Croissant,2013,2013-11-30
794,1312013,2013-12-01,3,192.108648794295,5.0,8.6625,20.0,61.0,0.0,6,335,Sunday,12,2013,48,4,1,1,0,0,0,31,1,0,Croissant,2013,2013-12-01
800,1312023,2013-12-02,3,112.729510161019,0.0,3.0625,4.0,10.0,0.0,0,336,Monday,12,2013,49,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-12-02
806,1312033,2013-12-03,3,112.863485924238,8.0,1.7125,6.0,28.0,0.0,1,337,Tuesday,12,2013,49,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-12-03
812,1312043,2013-12-04,3,118.598952445714,7.0,5.85,11.0,63.0,0.0,2,338,Wednesday,12,2013,49,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-12-04
818,1312053,2013-12-05,3,114.608744793432,7.0,4.4625,24.0,63.0,0.0,3,339,Thursday,12,2013,49,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-12-05
824,1312063,2013-12-06,3,72.7803476565256,6.0,1.7875,25.0,73.0,0.0,4,340,Friday,12,2013,49,4,0,0,0,0,0,31,1,0,Croissant,2013,2013-12-06
830,1312073,2013-12-07,3,116.79937370528,5.0,1.0,11.0,22.0,0.0,5,341,Saturday,12,2013,49,4,1,0,0,0,0,31,1,0,Croissant,2013,2013-12-07
836,1312083,2013-12-08,3,169.017349331006,8.0,6.975,16.0,63.0,0.0,6,342,Sunday,12,2013,49,4,1,0,0,0,0,31,2,0,Croissant,2013,2013-12-08
842,1312093,2013-12-09,3,104.226092074174,7.0,9.2375,10.0,45.0,0.0,0,343,Monday,12,2013,50,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-12-09
848,1312103,2013-12-10,3,112.124568350855,7.0,7.1875,8.0,61.0,0.0,1,344,Tuesday,12,2013,50,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-12-10
854,1312113,2013-12-11,3,76.939456885603,7.0,5.025,9.0,10.0,0.0,2,345,Wednesday,12,2013,50,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-12-11
860,1312123,2013-12-12,3,99.2007093905854,8.0,2.525,8.0,28.0,0.0,3,346,Thursday,12,2013,50,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-12-12
866,1312133,2013-12-13,3,66.2056003249106,7.0,3.5375,6.0,61.0,0.0,4,347,Friday,12,2013,50,4,0,0,0,0,0,31,2,0,Croissant,2013,2013-12-13
871,1312143,2013-12-14,3,103.130500344652,7.0,3.0125,7.0,61.0,0.0,5,348,Saturday,12,2013,50,4,1,0,0,0,0,31,2,0,Croissant,2013,2013-12-14
876,1312153,2013-12-15,3,188.326403909678,8.0,7.925,12.0,61.0,0.0,6,349,Sunday,12,2013,50,4,1,0,0,0,0,31,3,0,Croissant,2013,2013-12-15
882,1312163,2013-12-16,3,72.9462694852638,8.0,8.775,12.0,,0.0,0,350,Monday,12,2013,51,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-12-16
888,1312173,2013-12-17,3,88.8118459700858,8.0,4.95,8.0,61.0,0.0,1,351,Tuesday,12,2013,51,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-12-17
894,1312183,2013-12-18,3,78.6704329646384,7.0,6.85,8.0,10.0,0.0,2,352,Wednesday,12,2013,51,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-12-18
900,1312193,2013-12-19,3,66.4245588886188,7.0,7.4,10.0,63.0,0.0,3,353,Thursday,12,2013,51,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-12-19
906,1312203,2013-12-20,3,91.3320661013639,7.0,5.2875,10.0,61.0,0.0,4,354,Friday,12,2013,51,4,0,0,0,0,0,31,3,0,Croissant,2013,2013-12-20
912,1312213,2013-12-21,3,120.97859354729,8.0,6.5625,13.0,63.0,0.0,5,355,Saturday,12,2013,51,4,1,0,0,0,0,31,3,0,Croissant,2013,2013-12-21
918,1312223,2013-12-22,3,145.07834868862,7.0,8.1375,12.0,61.0,0.0,6,356,Sunday,12,2013,51,4,1,0,0,0,0,31,4,0,Croissant,2013,2013-12-22
924,1312233,2013-12-23,3,129.105729760414,3.0,5.4875,10.0,,0.0,0,357,Monday,12,2013,52,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-12-23
930,1312243,2013-12-24,3,131.060157748043,7.0,11.4375,18.0,61.0,0.0,1,358,Tuesday,12,2013,52,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-12-24
935,1312273,2013-12-27,3,155.11961993256,7.0,5.7625,15.0,63.0,0.0,4,361,Friday,12,2013,52,4,0,0,0,0,0,31,4,0,Croissant,2013,2013-12-27
940,1312293,2013-12-29,3,186.144873761997,7.0,5.7125,9.0,63.0,0.0,6,363,Sunday,12,2013,52,4,1,0,0,0,0,31,5,0,Croissant,2013,2013-12-29
946,1312303,2013-12-30,3,187.939016759106,4.0,4.75,11.0,10.0,0.0,0,364,Monday,12,2013,1,4,0,0,0,0,0,31,5,0,Croissant,2013,2013-12-30
951,1312313,2013-12-31,3,192.198716551642,4.0,5.0375,7.0,,0.0,1,365,Tuesday,12,2013,1,4,0,0,1,0,1,31,5,0,Croissant,2013,2013-12-31
3,1307014,2013-07-01,4,65.890168799361,6.0,17.8375,15.0,20.0,0.0,0,182,Monday,7,2013,27,3,0,1,0,0,0,31,1,0,Pastry,2013,2013-07-01
8,1307024,2013-07-02,4,74.5439171827412,3.0,17.3125,10.0,,0.0,1,183,Tuesday,7,2013,27,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-07-02
13,1307034,2013-07-03,4,69.2627280649987,7.0,21.075,6.0,61.0,0.0,2,184,Wednesday,7,2013,27,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-07-03
18,1307044,2013-07-04,4,61.490175369225,7.0,18.85,7.0,20.0,0.0,3,185,Thursday,7,2013,27,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-07-04
23,1307054,2013-07-05,4,86.7598614451924,5.0,19.975,12.0,,0.0,4,186,Friday,7,2013,27,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-07-05
28,1307064,2013-07-06,4,80.6465768881107,0.0,18.9625,8.0,,0.0,5,187,Saturday,7,2013,27,3,1,0,0,0,0,31,1,0,Pastry,2013,2013-07-06
33,1307074,2013-07-07,4,94.6039024817053,0.0,21.375,9.0,,0.0,6,188,Sunday,7,2013,27,3,1,0,0,0,0,31,1,0,Pastry,2013,2013-07-07
38,1307084,2013-07-08,4,49.5000238633042,0.0,22.725,10.0,5.0,0.0,0,189,Monday,7,2013,28,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-07-08
43,1307094,2013-07-09,4,75.2089975834558,0.0,23.275,8.0,,0.0,1,190,Tuesday,7,2013,28,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-07-09
48,1307104,2013-07-10,4,73.8056511129258,2.0,19.6875,13.0,5.0,0.0,2,191,Wednesday,7,2013,28,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-07-10
53,1307114,2013-07-11,4,68.6330279122302,0.0,21.375,12.0,5.0,0.0,3,192,Thursday,7,2013,28,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-07-11
62,1307134,2013-07-13,4,74.2744737887665,1.0,20.125,12.0,,0.0,5,194,Saturday,7,2013,28,3,1,0,0,0,0,31,2,0,Pastry,2013,2013-07-13
67,1307144,2013-07-14,4,115.271617188867,5.0,17.6875,15.0,5.0,0.0,6,195,Sunday,7,2013,28,3,1,0,0,0,0,31,2,0,Pastry,2013,2013-07-14
72,1307154,2013-07-15,4,99.4935305857439,6.0,18.7375,12.0,,0.0,0,196,Monday,7,2013,29,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-07-15
77,1307164,2013-07-16,4,91.7796976081033,1.0,21.1875,10.0,,0.0,1,197,Tuesday,7,2013,29,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-07-16
86,1307184,2013-07-18,4,89.2058404577425,1.0,23.25,11.0,5.0,0.0,3,199,Thursday,7,2013,29,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-07-18
91,1307194,2013-07-19,4,62.0636098816993,3.0,22.475,16.0,5.0,0.0,4,200,Friday,7,2013,29,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-07-19
96,1307204,2013-07-20,4,69.9369965472912,0.0,23.1875,8.0,,0.0,5,201,Saturday,7,2013,29,3,1,0,0,0,0,31,3,0,Pastry,2013,2013-07-20
101,1307214,2013-07-21,4,82.6826868784511,0.0,26.375,8.0,,0.0,6,202,Sunday,7,2013,29,3,1,0,0,0,0,31,3,0,Pastry,2013,2013-07-21
106,1307224,2013-07-22,4,99.3353908053911,0.0,26.1,9.0,,0.0,0,203,Monday,7,2013,30,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-07-22
111,1307234,2013-07-23,4,70.5290024618065,0.0,24.95,12.0,,0.0,1,204,Tuesday,7,2013,30,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-07-23
116,1307244,2013-07-24,4,83.5816326885927,3.0,24.075,11.0,,0.0,2,205,Wednesday,7,2013,30,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-07-24
121,1307254,2013-07-25,4,65.8902979709521,2.0,23.0875,9.0,,0.0,3,206,Thursday,7,2013,30,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-07-25
126,1307264,2013-07-26,4,53.1984562311259,3.0,27.2625,6.0,,0.0,4,207,Friday,7,2013,30,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-07-26
151,1308014,2013-08-01,4,60.5614573229725,6.0,23.4,7.0,21.0,0.0,3,213,Thursday,8,2013,31,3,0,1,0,0,0,31,1,0,Pastry,2013,2013-08-01
156,1308024,2013-08-02,4,68.1222020855149,0.0,31.4375,7.0,,0.0,4,214,Friday,8,2013,31,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-08-02
161,1308034,2013-08-03,4,51.2749992906831,4.0,23.3625,11.0,63.0,0.0,5,215,Saturday,8,2013,31,3,1,0,0,0,0,31,1,0,Pastry,2013,2013-08-03
166,1308044,2013-08-04,4,67.1568816245378,3.0,23.05,8.0,,0.0,6,216,Sunday,8,2013,31,3,1,0,0,0,0,31,1,0,Pastry,2013,2013-08-04
175,1308064,2013-08-06,4,69.705360420462,5.0,22.225,13.0,,0.0,1,218,Tuesday,8,2013,32,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-08-06
180,1308074,2013-08-07,4,83.1094116270633,4.0,19.2125,8.0,,0.0,2,219,Wednesday,8,2013,32,3,0,0,0,0,0,31,1,0,Pastry,2013,2013-08-07
185,1308084,2013-08-08,4,96.7720958104522,7.0,16.975,12.0,20.0,0.0,3,220,Thursday,8,2013,32,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-08
190,1308094,2013-08-09,4,81.4817797241125,4.0,20.3375,10.0,21.0,0.0,4,221,Friday,8,2013,32,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-09
195,1308104,2013-08-10,4,59.9811123644503,7.0,19.3625,12.0,61.0,0.0,5,222,Saturday,8,2013,32,3,1,0,0,0,0,31,2,0,Pastry,2013,2013-08-10
200,1308114,2013-08-11,4,60.7087857619079,7.0,16.3875,9.0,61.0,0.0,6,223,Sunday,8,2013,32,3,1,0,0,0,0,31,2,0,Pastry,2013,2013-08-11
205,1308124,2013-08-12,4,97.7406166426712,7.0,16.45,11.0,63.0,0.0,0,224,Monday,8,2013,33,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-12
210,1308134,2013-08-13,4,113.863641914766,3.0,16.4,16.0,95.0,0.0,1,225,Tuesday,8,2013,33,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-13
215,1308144,2013-08-14,4,105.567865241887,4.0,18.2625,18.0,61.0,0.0,2,226,Wednesday,8,2013,33,3,0,0,0,0,0,31,2,0,Pastry,2013,2013-08-14
220,1308154,2013-08-15,4,59.7561020638342,3.0,19.8,8.0,,0.0,3,227,Thursday,8,2013,33,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-15
225,1308164,2013-08-16,4,75.2564619591539,4.0,23.575,11.0,0.0,0.0,4,228,Friday,8,2013,33,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-16
230,1308174,2013-08-17,4,96.5293135082104,6.0,20.55,7.0,0.0,0.0,5,229,Saturday,8,2013,33,3,1,0,0,0,0,31,3,0,Pastry,2013,2013-08-17
235,1308184,2013-08-18,4,150.122396942697,7.0,18.5875,10.0,63.0,0.0,6,230,Sunday,8,2013,33,3,1,0,0,0,0,31,3,0,Pastry,2013,2013-08-18
240,1308194,2013-08-19,4,107.407999333161,5.0,18.4875,8.0,,0.0,0,231,Monday,8,2013,34,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-19
245,1308204,2013-08-20,4,64.5022565329893,7.0,17.775,8.0,61.0,0.0,1,232,Tuesday,8,2013,34,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-20
250,1308214,2013-08-21,4,65.9210119267558,5.0,20.125,8.0,,0.0,2,233,Wednesday,8,2013,34,3,0,0,0,0,0,31,3,0,Pastry,2013,2013-08-21
255,1308224,2013-08-22,4,111.144301377526,4.0,21.6625,8.0,,0.0,3,234,Thursday,8,2013,34,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-08-22
260,1308234,2013-08-23,4,94.2272902889274,1.0,22.0375,14.0,,0.0,4,235,Friday,8,2013,34,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-08-23
265,1308244,2013-08-24,4,124.737464409769,0.0,20.85,16.0,5.0,0.0,5,236,Saturday,8,2013,34,3,1,0,0,0,0,31,4,0,Pastry,2013,2013-08-24
270,1308254,2013-08-25,4,141.066888354584,0.0,21.3875,16.0,5.0,0.0,6,237,Sunday,8,2013,34,3,1,0,0,0,0,31,4,0,Pastry,2013,2013-08-25
275,1308264,2013-08-26,4,104.448858869003,0.0,20.125,15.0,5.0,0.0,0,238,Monday,8,2013,35,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-08-26
280,1308274,2013-08-27,4,89.3398068106772,1.0,21.0875,12.0,,0.0,1,239,Tuesday,8,2013,35,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-08-27
285,1308284,2013-08-28,4,87.5160458910728,0.0,21.3,7.0,,0.0,2,240,Wednesday,8,2013,35,3,0,0,0,0,0,31,4,0,Pastry,2013,2013-08-28
290,1308294,2013-08-29,4,67.1751319746152,3.0,20.2125,11.0,,0.0,3,241,Thursday,8,2013,35,3,0,0,0,0,0,31,5,0,Pastry,2013,2013-08-29
295,1308304,2013-08-30,4,77.9353068130843,6.0,19.7875,8.0,5.0,0.0,4,242,Friday,8,2013,35,3,0,0,0,0,0,31,5,0,Pastry,2013,2013-08-30
300,1308314,2013-08-31,4,86.0077280021026,5.0,18.35,16.0,21.0,0.0,5,243,Saturday,8,2013,35,3,1,0,1,0,0,31,5,0,Pastry,2013,2013-08-31
305,1309014,2013-09-01,4,139.776992842103,7.0,15.8625,16.0,61.0,0.0,6,244,Sunday,9,2013,35,3,1,1,0,0,0,30,1,0,Pastry,2013,2013-09-01
310,1309024,2013-09-02,4,97.5577291094531,7.0,16.575,17.0,63.0,0.0,0,245,Monday,9,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-02
315,1309034,2013-09-03,4,66.7042185386037,7.0,18.225,11.0,21.0,0.0,1,246,Tuesday,9,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-03
320,1309044,2013-09-04,4,102.369988965095,7.0,18.125,5.0,,0.0,2,247,Wednesday,9,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-04
325,1309054,2013-09-05,4,64.7180977987766,0.0,21.7,8.0,,0.0,3,248,Thursday,9,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-05
330,1309064,2013-09-06,4,79.6716952926438,0.0,24.7,9.0,,0.0,4,249,Friday,9,2013,36,3,0,0,0,0,0,30,1,0,Pastry,2013,2013-09-06
335,1309074,2013-09-07,4,65.0128197234662,6.0,22.7625,7.0,,0.0,5,250,Saturday,9,2013,36,3,1,0,0,0,0,30,1,0,Pastry,2013,2013-09-07
340,1309084,2013-09-08,4,115.868951321453,7.0,20.1625,8.0,61.0,0.0,6,251,Sunday,9,2013,36,3,1,0,0,0,0,30,2,0,Pastry,2013,2013-09-08
345,1309094,2013-09-09,4,78.4321446410245,8.0,11.575,11.0,63.0,0.0,0,252,Monday,9,2013,37,3,0,0,0,0,0,30,2,0,Pastry,2013,2013-09-09
350,1309104,2013-09-10,4,75.320737395332,6.0,13.5875,11.0,65.0,0.0,1,253,Tuesday,9,2013,37,3,0,0,0,0,0,30,2,0,Pastry,2013,2013-09-10
355,1309114,2013-09-11,4,84.1743682721035,6.0,13.9,8.0,61.0,0.0,2,254,Wednesday,9,2013,37,3,0,0,0,0,0,30,2,0,Pastry,2013,2013-09-11
360,1309124,2013-09-12,4,79.9069125959926,6.0,16.1125,6.0,61.0,0.0,3,255,Thursday,9,2013,37,3,0,0,0,0,0,30,2,0,Pastry,2013,2013-09-12
365,1309134,2013-09-13,4,60.0423801030524,6.0,17.4375,5.0,21.0,0.0,4,256,Friday,9,2013,37,3,0,0,0,0,0,30,2,0,Pastry,2013,2013-09-13
370,1309144,2013-09-14,4,68.6316728927997,5.0,17.625,10.0,63.0,0.0,5,257,Saturday,9,2013,37,3,1,0,0,0,0,30,2,0,Pastry,2013,2013-09-14
375,1309154,2013-09-15,4,150.947116904365,7.0,14.8625,10.0,21.0,0.0,6,258,Sunday,9,2013,37,3,1,0,0,0,0,30,3,0,Pastry,2013,2013-09-15
