,Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,weekday,dayofyear,day_of_week
5701,2016-05-15,6.0,9.75,12,61.0,1605155.0,5.0,299.755271068588,,6,136,Sunday
5706,2016-05-16,5.0,11.25,16,,1605165.0,5.0,369.787407124008,,0,137,Monday
5711,2016-05-17,7.0,10.75,15,21.0,1605175.0,5.0,253.335093139795,,1,138,Tuesday
5716,2016-05-18,5.0,16.75,7,,1605185.0,5.0,300.098419383684,,2,139,Wednesday
5721,2016-05-19,2.0,19.5,10,0.0,1605195.0,5.0,240.095760787002,,3,140,Thursday
5726,2016-05-20,8.0,14.75,11,61.0,1605205.0,5.0,293.444856789248,,4,141,Friday
5731,2016-05-21,6.0,19.375,9,21.0,1605215.0,5.0,255.045369394965,,5,142,Saturday
5736,2016-05-22,1.0,25.0,9,,1605225.0,5.0,296.041738757378,,6,143,Sunday
5741,2016-05-23,7.0,15.5,8,21.0,1605235.0,5.0,204.020005721102,,0,144,Monday
5746,2016-05-24,8.0,14.25,10,21.0,1605245.0,5.0,316.090690822768,,1,145,Tuesday
5750,2016-05-25,7.0,16.5,6,20.0,1605255.0,5.0,273.926983634397,,2,146,Wednesday
5755,2016-05-26,7.0,14.375,6,61.0,1605265.0,5.0,306.994692520119,,3,147,Thursday
5760,2016-05-27,4.0,15.875,9,61.0,1605275.0,5.0,279.968902943668,,4,148,Friday
5765,2016-05-28,2.0,18.625,11,,1605285.0,5.0,294.457886340941,,5,149,Saturday
5770,2016-05-29,6.0,17.0,13,21.0,1605295.0,5.0,277.89686472884,,6,150,Sunday
5775,2016-05-30,4.0,20.25,17,0.0,1605305.0,5.0,195.145975861705,,0,151,Monday
5780,2016-05-31,1.0,20.625,13,0.0,1605315.0,5.0,240.708335993542,,1,152,Tuesday
5785,2016-06-01,4.0,21.75,16,0.0,1606015.0,5.0,238.874878564477,,2,153,Wednesday
5790,2016-06-02,1.0,21.5,13,,1606025.0,5.0,199.261549459602,,3,154,Thursday
5795,2016-06-03,0.0,21.875,10,,1606035.0,5.0,238.069027357063,,4,155,Friday
5800,2016-06-04,0.0,24.5,7,,1606045.0,5.0,271.288580060918,,5,156,Saturday
5805,2016-06-05,0.0,25.25,9,,1606055.0,5.0,256.832310845058,,6,157,Sunday
5810,2016-06-06,1.0,22.875,15,,1606065.0,5.0,216.759609655745,,0,158,Monday
5815,2016-06-07,1.0,25.375,8,,1606075.0,5.0,217.129143633598,,1,159,Tuesday
5820,2016-06-08,4.0,18.875,13,,1606085.0,5.0,262.71371647043,,2,160,Wednesday
5825,2016-06-09,1.0,19.5,16,,1606095.0,5.0,249.999409610005,,3,161,Thursday
5830,2016-06-10,3.0,18.125,13,,1606105.0,5.0,285.017546235919,,4,162,Friday
5835,2016-06-11,0.0,17.375,12,,1606115.0,5.0,293.050249013025,,5,163,Saturday
5840,2016-06-12,7.0,13.875,7,61.0,1606125.0,5.0,314.20621685246,,6,164,Sunday
5845,2016-06-13,7.0,15.25,11,63.0,1606135.0,5.0,209.321894690829,,0,165,Monday
5850,2016-06-14,7.0,16.5,8,61.0,1606145.0,5.0,213.187533623518,,1,166,Tuesday
5855,2016-06-15,6.0,18.25,8,95.0,1606155.0,5.0,234.728412152859,,2,167,Wednesday
5860,2016-06-16,6.0,18.25,7,63.0,1606165.0,5.0,253.821100241294,,3,168,Thursday
5865,2016-06-17,6.0,18.125,10,21.0,1606175.0,5.0,251.67982231829,,4,169,Friday
5870,2016-06-18,6.0,18.0,12,21.0,1606185.0,5.0,297.196176882937,1.0,5,170,Saturday
5875,2016-06-19,7.0,16.0,14,,1606195.0,5.0,258.683021783885,1.0,6,171,Sunday
5880,2016-06-20,4.0,20.875,10,61.0,1606205.0,5.0,261.929083791593,1.0,0,172,Monday
5885,2016-06-21,4.0,19.875,9,,1606215.0,5.0,250.953444723129,1.0,1,173,Tuesday
5890,2016-06-22,5.0,22.125,9,61.0,1606225.0,5.0,245.204941108968,1.0,2,174,Wednesday
5895,2016-06-23,5.0,27.875,8,,1606235.0,5.0,231.264672708937,1.0,3,175,Thursday
5899,2016-06-24,5.0,24.125,9,,1606245.0,5.0,241.758175059788,1.0,4,176,Friday
5904,2016-06-25,7.0,18.25,14,95.0,1606255.0,5.0,402.98066537422,1.0,5,177,Saturday
5909,2016-06-26,5.0,19.25,11,0.0,1606265.0,5.0,265.456146687391,1.0,6,178,Sunday
5914,2016-06-27,7.0,19.375,10,61.0,1606275.0,5.0,298.562972536535,,0,179,Monday
5919,2016-06-28,4.0,18.375,11,21.0,1606285.0,5.0,252.926576515592,,1,180,Tuesday
5924,2016-06-29,5.0,18.75,9,21.0,1606295.0,5.0,243.967227468166,,2,181,Wednesday
5929,2016-06-30,7.0,18.25,9,61.0,1606305.0,5.0,311.537619327288,,3,182,Thursday
5934,2016-07-01,8.0,19.25,7,63.0,1607015.0,5.0,232.632716648263,,4,183,Friday
5939,2016-07-02,7.0,15.625,12,61.0,1607025.0,5.0,321.441200567339,,5,184,Saturday
5944,2016-07-03,4.0,17.125,12,61.0,1607035.0,5.0,318.000500433358,,6,185,Sunday
5949,2016-07-04,6.0,17.25,10,61.0,1607045.0,5.0,240.331730033711,,0,186,Monday
5954,2016-07-05,7.0,17.125,10,95.0,1607055.0,5.0,259.847648449434,,1,187,Tuesday
5959,2016-07-06,5.0,16.5,22,21.0,1607065.0,5.0,319.444668795495,,2,188,Wednesday
5965,2016-07-08,6.0,19.125,8,63.0,1607085.0,5.0,267.526274034685,,4,190,Friday
5970,2016-07-09,5.0,19.125,12,,1607095.0,5.0,284.624833801229,,5,191,Saturday
5975,2016-07-10,6.0,24.125,8,,1607105.0,5.0,245.910421326878,,6,192,Sunday
5980,2016-07-11,6.0,20.0,13,21.0,1607115.0,5.0,270.433745249298,,0,193,Monday
5985,2016-07-12,4.0,19.125,14,95.0,1607125.0,5.0,272.36578046547,,1,194,Tuesday
5990,2016-07-13,6.0,16.375,6,63.0,1607135.0,5.0,290.707275954792,,2,195,Wednesday
5995,2016-07-14,7.0,16.375,12,53.0,1607145.0,5.0,247.413234215067,,3,196,Thursday
6000,2016-07-15,7.0,17.0,16,61.0,1607155.0,5.0,245.296127530325,,4,197,Friday
6005,2016-07-16,7.0,18.0,10,61.0,1607165.0,5.0,341.719175136899,,5,198,Saturday
6010,2016-07-17,7.0,17.25,9,61.0,1607175.0,5.0,297.654915440869,,6,199,Sunday
6016,2016-07-19,6.0,22.375,12,20.0,1607195.0,5.0,302.794519563702,,1,201,Tuesday
6021,2016-07-20,0.0,26.0,9,,1607205.0,5.0,252.185377063924,,2,202,Wednesday
6026,2016-07-21,3.0,25.875,8,,1607215.0,5.0,225.139755159581,,3,203,Thursday
6031,2016-07-22,3.0,26.0,6,21.0,1607225.0,5.0,244.492833798335,,4,204,Friday
6036,2016-07-23,3.0,25.375,9,,1607235.0,5.0,305.545406478361,,5,205,Saturday
6041,2016-07-24,0.0,25.25,10,,1607245.0,5.0,301.446918150668,,6,206,Sunday
6046,2016-07-25,4.0,25.375,7,95.0,1607255.0,5.0,270.80285258066,,0,207,Monday
6050,2016-07-26,3.0,21.875,9,20.0,1607265.0,5.0,347.147613190373,,1,208,Tuesday
6055,2016-07-27,4.0,21.375,6,,1607275.0,5.0,274.036919172474,,2,209,Wednesday
6060,2016-07-28,4.0,21.25,7,20.0,1607285.0,5.0,319.552065942429,,3,210,Thursday
6065,2016-07-29,6.0,21.0,10,65.0,1607295.0,5.0,306.176262585225,,4,211,Friday
6070,2016-07-30,4.0,19.625,10,65.0,1607305.0,5.0,271.144111868921,,5,212,Saturday
6075,2016-07-31,7.0,17.375,6,61.0,1607315.0,5.0,339.536726625866,,6,213,Sunday
6080,2016-08-01,3.0,18.5,14,61.0,1608015.0,5.0,334.375655815544,,0,214,Monday
6085,2016-08-02,4.0,19.75,7,20.0,1608025.0,5.0,291.774754004698,,1,215,Tuesday
6090,2016-08-03,7.0,19.375,9,61.0,1608035.0,5.0,303.690015208262,,2,216,Wednesday
6095,2016-08-04,6.0,20.375,11,61.0,1608045.0,5.0,266.889484301861,,3,217,Thursday
6100,2016-08-05,4.0,20.5,15,21.0,1608055.0,5.0,300.234944047573,,4,218,Friday
6105,2016-08-06,5.0,17.5,14,95.0,1608065.0,5.0,352.396772595034,,5,219,Saturday
6110,2016-08-07,6.0,21.125,13,21.0,1608075.0,5.0,388.395780108233,,6,220,Sunday
6115,2016-08-08,5.0,19.0,18,21.0,1608085.0,5.0,376.108331144121,,0,221,Monday
6120,2016-08-09,5.0,15.375,18,21.0,1608095.0,5.0,323.201034184973,,1,222,Tuesday
6125,2016-08-10,4.0,14.5,15,95.0,1608105.0,5.0,406.182788802522,,2,223,Wednesday
6130,2016-08-11,7.0,13.875,9,61.0,1608115.0,5.0,434.053480046566,,3,224,Thursday
6135,2016-08-12,7.0,18.25,12,61.0,1608125.0,5.0,360.020079003047,,4,225,Friday
6140,2016-08-13,7.0,18.125,12,61.0,1608135.0,5.0,456.299833761621,,5,226,Saturday
6147,2016-08-16,2.0,19.375,10,,1608165.0,5.0,307.344475192462,,1,229,Tuesday
6152,2016-08-17,0.0,19.571428,8,,1608175.0,5.0,274.043112966598,,2,230,Wednesday
6157,2016-08-18,3.0,18.25,9,,1608185.0,5.0,256.02662776997,,3,231,Thursday
6162,2016-08-19,3.0,20.375,8,,1608195.0,5.0,323.819837083835,,4,232,Friday
6167,2016-08-20,7.0,20.25,9,61.0,1608205.0,5.0,381.564647503155,,5,233,Saturday
6172,2016-08-21,4.0,19.875,9,21.0,1608215.0,5.0,376.667002956842,,6,234,Sunday
6177,2016-08-22,7.0,18.375,10,65.0,1608225.0,5.0,227.851783425876,,0,235,Monday
6182,2016-08-23,6.0,21.75,8,,1608235.0,5.0,259.918385195652,,1,236,Tuesday
6187,2016-08-24,0.0,25.375,6,,1608245.0,5.0,294.57976527934,,2,237,Wednesday
6192,2016-08-25,0.0,28.375,6,,1608255.0,5.0,246.372730541868,,3,238,Thursday
6197,2016-08-26,0.0,27.75,13,,1608265.0,5.0,298.47149111382,,4,239,Friday
6202,2016-08-27,0.0,20.375,8,,1608275.0,5.0,431.883448160865,,5,240,Saturday
6207,2016-08-28,4.0,21.875,12,63.0,1608285.0,5.0,343.403459471737,,6,241,Sunday
6212,2016-08-29,3.0,18.5,15,21.0,1608295.0,5.0,250.800146184405,,0,242,Monday
6217,2016-08-30,2.0,20.25,12,,1608305.0,5.0,273.453181024855,,1,243,Tuesday
6222,2016-08-31,0.0,23.125,6,,1608315.0,5.0,269.080065666109,,2,244,Wednesday
6227,2016-09-01,5.0,20.25,13,21.0,1609015.0,5.0,280.656910658055,,3,245,Thursday
6232,2016-09-02,4.0,19.125,8,61.0,1609025.0,5.0,307.486044616984,,4,246,Friday
6237,2016-09-03,5.0,19.25,12,21.0,1609035.0,5.0,315.397578767879,,5,247,Saturday
6242,2016-09-04,6.0,19.25,8,61.0,1609045.0,5.0,248.446151856183,,6,248,Sunday
6247,2016-09-05,0.0,19.125,12,0.0,1609055.0,5.0,227.369946945208,,0,249,Monday
6252,2016-09-06,2.0,21.75,6,,1609065.0,5.0,257.278299655972,,1,250,Tuesday
6257,2016-09-07,0.0,23.625,6,,1609075.0,5.0,214.606653386836,,2,251,Wednesday
6262,2016-09-08,0.0,25.625,7,,1609085.0,5.0,256.59523471466,,3,252,Thursday
6267,2016-09-09,2.0,21.375,10,0.0,1609095.0,5.0,320.307189780233,,4,253,Friday
6272,2016-09-10,0.0,23.875,6,,1609105.0,5.0,261.823943368235,,5,254,Saturday
6277,2016-09-11,6.0,20.875,10,,1609115.0,5.0,277.142389168356,,6,255,Sunday
6282,2016-09-12,0.0,25.375,8,,1609125.0,5.0,253.837291756647,,0,256,Monday
6287,2016-09-13,0.0,27.875,8,,1609135.0,5.0,224.064010585292,,1,257,Tuesday
6292,2016-09-14,0.0,25.25,9,,1609145.0,5.0,256.29712162676,,2,258,Wednesday
6297,2016-09-15,0.0,23.75,13,,1609155.0,5.0,219.830534671562,,3,259,Thursday
6302,2016-09-16,4.0,22.75,8,0.0,1609165.0,5.0,296.199040575708,,4,260,Friday
6307,2016-09-17,5.0,18.875,14,,1609175.0,5.0,314.548531974333,,5,261,Saturday
6312,2016-09-18,7.0,16.75,15,21.0,1609185.0,5.0,355.723154107446,,6,262,Sunday
6317,2016-09-19,7.0,17.0,9,,1609195.0,5.0,236.03384301998,,0,263,Monday
6322,2016-09-20,5.0,17.5,8,,1609205.0,5.0,298.704245346708,,1,264,Tuesday
6327,2016-09-21,3.0,18.375,10,,1609215.0,5.0,247.327301625247,,2,265,Wednesday
6332,2016-09-22,4.0,18.5,6,,1609225.0,5.0,246.238476364069,,3,266,Thursday
6337,2016-09-23,4.0,18.625,12,21.0,1609235.0,5.0,305.71368923846,,4,267,Friday
6342,2016-09-24,0.0,18.625,6,,1609245.0,5.0,236.684978855263,,5,268,Saturday
6347,2016-09-25,0.0,21.375,8,,1609255.0,5.0,324.339798106822,,6,269,Sunday
6352,2016-09-26,4.0,18.25,6,0.0,1609265.0,5.0,200.729575512528,,0,270,Monday
6357,2016-09-27,0.0,19.875,6,0.0,1609275.0,5.0,219.691025714482,,1,271,Tuesday
6362,2016-09-28,6.0,19.125,19,,1609285.0,5.0,281.33173727172,,2,272,Wednesday
6367,2016-09-29,7.0,17.375,13,61.0,1609295.0,5.0,209.323640196751,,3,273,Thursday
6372,2016-09-30,6.0,14.0,11,61.0,1609305.0,5.0,193.213490974817,,4,274,Friday
6377,2016-10-01,3.0,15.875,6,,1610015.0,5.0,241.948734757705,,5,275,Saturday
6382,2016-10-02,3.0,15.75,7,21.0,1610025.0,5.0,262.299773706351,,6,276,Sunday
6387,2016-10-03,7.0,14.375,18,61.0,1610035.0,5.0,349.311805504009,,0,277,Monday
6392,2016-10-04,5.0,13.25,16,,1610045.0,5.0,240.277045454432,,1,278,Tuesday
6397,2016-10-05,3.0,12.0,19,,1610055.0,5.0,233.962258844718,,2,279,Wednesday
6402,2016-10-06,7.0,11.25,17,20.0,1610065.0,5.0,221.280556813048,,3,280,Thursday
6407,2016-10-07,7.0,11.125,15,0.0,1610075.0,5.0,217.762142609866,,4,281,Friday
6412,2016-10-08,5.0,11.625,16,,1610085.0,5.0,227.094809459833,,5,282,Saturday
6417,2016-10-09,7.0,9.125,10,61.0,1610095.0,5.0,204.564566537797,,6,283,Sunday
6422,2016-10-10,7.0,11.125,10,61.0,1610105.0,5.0,272.096460064269,,0,284,Monday
6427,2016-10-11,7.0,9.875,20,61.0,1610115.0,5.0,250.286651016106,,1,285,Tuesday
6432,2016-10-12,7.0,9.75,18,63.0,1610125.0,5.0,294.043757384809,,2,286,Wednesday
6437,2016-10-13,6.0,10.875,15,0.0,1610135.0,5.0,241.411791384101,,3,287,Thursday
6442,2016-10-14,7.0,9.125,13,61.0,1610145.0,5.0,200.946834376251,,4,288,Friday
6447,2016-10-15,8.0,8.625,12,61.0,1610155.0,5.0,232.565718859558,,5,289,Saturday
6452,2016-10-16,8.0,11.375,6,10.0,1610165.0,5.0,225.595272346529,,6,290,Sunday
6457,2016-10-17,8.0,9.75,6,10.0,1610175.0,5.0,255.735410277856,,0,291,Monday
6462,2016-10-18,7.0,13.25,6,28.0,1610185.0,5.0,228.600350570995,,1,292,Tuesday
6467,2016-10-19,8.0,7.625,4,61.0,1610195.0,5.0,236.472455694277,,2,293,Wednesday
6472,2016-10-20,7.0,10.125,10,21.0,1610205.0,5.0,243.207657848516,,3,294,Thursday
6477,2016-10-21,6.0,9.875,10,61.0,1610215.0,5.0,228.823612348767,,4,295,Friday
6482,2016-10-22,8.0,8.125,12,61.0,1610225.0,5.0,247.988385028377,,5,296,Saturday
6487,2016-10-23,7.0,8.625,4,21.0,1610235.0,5.0,318.531476179231,,6,297,Sunday
6492,2016-10-24,5.0,9.25,8,10.0,1610245.0,5.0,151.291654680164,,0,298,Monday
6497,2016-10-25,5.0,9.0,8,0.0,1610255.0,5.0,233.037954480734,,1,299,Tuesday
6502,2016-10-26,6.0,7.375,6,10.0,1610265.0,5.0,227.350266377509,,2,300,Wednesday
6507,2016-10-27,7.0,13.375,9,21.0,1610275.0,5.0,146.8201866379,,3,301,Thursday
6512,2016-10-28,6.0,12.75,15,21.0,1610285.0,5.0,177.402134342248,,4,302,Friday
6517,2016-10-29,4.0,11.375,16,20.0,1610295.0,5.0,233.469252900936,,5,303,Saturday
6522,2016-10-30,4.0,11.0,9,5.0,1610305.0,5.0,189.684581223678,,6,304,Sunday
6527,2016-10-31,7.0,12.125,6,61.0,1610315.0,5.0,206.801935482933,,0,305,Monday
6532,2016-11-01,6.0,10.125,12,61.0,1611015.0,5.0,239.636644566373,,1,306,Tuesday
6537,2016-11-02,4.0,7.25,13,21.0,1611025.0,5.0,222.447233073532,,2,307,Wednesday
6542,2016-11-03,4.0,5.875,5,,1611035.0,5.0,188.291283441223,,3,308,Thursday
6548,2016-11-04,7.0,7.875,8,61.0,1611045.0,5.0,248.1861831044,,4,309,Friday
6554,2016-11-05,7.0,5.5,5,61.0,1611055.0,5.0,187.586828333204,,5,310,Saturday
6560,2016-11-06,7.0,6.625,6,61.0,1611065.0,5.0,228.466900330671,,6,311,Sunday
6565,2016-11-07,7.0,3.5,14,61.0,1611075.0,5.0,188.052534009555,,0,312,Monday
6571,2016-11-08,7.0,0.75,14,71.0,1611085.0,5.0,155.250018363632,,1,313,Tuesday
6577,2016-11-09,0.0,1.25,4,10.0,1611095.0,5.0,216.290546703721,,2,314,Wednesday
6583,2016-11-10,7.0,4.0,8,22.0,1611105.0,5.0,156.348442296567,,3,315,Thursday
6589,2016-11-11,4.0,4.875,10,21.0,1611115.0,5.0,208.651903838976,,4,316,Friday
6595,2016-11-12,3.0,1.625,6,49.0,1611125.0,5.0,279.651017681868,,5,317,Saturday
6601,2016-11-13,4.0,1.375,9,5.0,1611135.0,5.0,315.771220676948,,6,318,Sunday
6607,2016-11-14,4.0,2.0,10,5.0,1611145.0,5.0,173.79328250457,,0,319,Monday
6613,2016-11-15,7.0,7.75,9,61.0,1611155.0,5.0,190.063612843499,,1,320,Tuesday
6619,2016-11-16,7.0,8.75,11,61.0,1611165.0,5.0,193.849645107592,,2,321,Wednesday
6625,2016-11-17,6.0,7.75,9,21.0,1611175.0,5.0,219.93363358802,,3,322,Thursday
6631,2016-11-18,4.0,7.25,13,21.0,1611185.0,5.0,181.246063814946,,4,323,Friday
6637,2016-11-19,6.0,6.625,11,21.0,1611195.0,5.0,203.253088517039,,5,324,Saturday
6643,2016-11-20,6.0,6.375,12,63.0,1611205.0,5.0,244.917742885889,,6,325,Sunday
6649,2016-11-21,7.0,11.5,6,61.0,1611215.0,5.0,182.99510955044,,0,326,Monday
6655,2016-11-22,7.0,12.125,7,,1611225.0,5.0,183.509214384925,,1,327,Tuesday
6661,2016-11-23,7.0,10.0,5,10.0,1611235.0,5.0,186.927185150032,,2,328,Wednesday
6667,2016-11-24,0.0,4.5,8,10.0,1611245.0,5.0,248.731233780428,,3,329,Thursday
6673,2016-11-25,7.0,4.0,4,45.0,1611255.0,5.0,209.376976714726,,4,330,Friday
6679,2016-11-26,7.0,5.875,10,61.0,1611265.0,5.0,210.854307834817,,5,331,Saturday
6685,2016-11-27,0.0,5.625,9,5.0,1611275.0,5.0,300.546532404022,,6,332,Sunday
6691,2016-11-28,1.0,2.875,11,,1611285.0,5.0,195.698957062903,,0,333,Monday
6697,2016-11-29,3.0,3.0,9,10.0,1611295.0,5.0,199.6338632632,,1,334,Tuesday
6703,2016-11-30,7.0,6.25,12,61.0,1611305.0,5.0,156.243629364589,,2,335,Wednesday
6709,2016-12-01,8.0,8.5,19,61.0,1612015.0,5.0,143.829997159402,,3,336,Thursday
6715,2016-12-02,0.0,3.625,8,0.0,1612025.0,5.0,166.953409468071,,4,337,Friday
6721,2016-12-03,4.0,-0.75,6,49.0,1612035.0,5.0,208.248215747008,,5,338,Saturday
6727,2016-12-04,8.0,4.125,6,,1612045.0,5.0,237.541910926685,,6,339,Sunday
6733,2016-12-05,7.0,3.0,7,,1612055.0,5.0,166.823017109082,,0,340,Monday
6739,2016-12-06,7.0,6.25,5,61.0,1612065.0,5.0,178.942242034096,,1,341,Tuesday
6745,2016-12-07,7.0,4.5,10,61.0,1612075.0,5.0,188.683723175965,,2,342,Wednesday
6751,2016-12-08,8.0,8.625,12,10.0,1612085.0,5.0,169.625279584177,,3,343,Thursday
6757,2016-12-09,7.0,8.875,13,20.0,1612095.0,5.0,158.641062469319,,4,344,Friday
6763,2016-12-10,7.0,9.5,10,61.0,1612105.0,5.0,227.874681711629,,5,345,Saturday
6769,2016-12-12,7.0,4.875,4,61.0,1612125.0,5.0,139.544487412734,,0,347,Monday
6775,2016-12-13,7.0,6.285714,5,10.0,1612135.0,5.0,167.907720101753,,1,348,Tuesday
6781,2016-12-14,7.0,4.625,6,45.0,1612145.0,5.0,151.302391065882,,2,349,Wednesday
6787,2016-12-15,7.0,0.0,8,49.0,1612155.0,5.0,160.830814816579,,3,350,Thursday
6793,2016-12-16,8.0,-1.0,5,10.0,1612165.0,5.0,182.735378148739,,4,351,Friday
6800,2016-12-18,7.0,7.0,8,0.0,1612185.0,5.0,304.116504309465,,6,353,Sunday
6806,2016-12-19,8.0,5.75,4,0.0,1612195.0,5.0,142.177817455165,,0,354,Monday
6812,2016-12-20,8.0,1.5,7,10.0,1612205.0,5.0,195.208051721907,,1,355,Tuesday
6818,2016-12-21,6.0,3.625,10,10.0,1612215.0,5.0,190.449251582024,,2,356,Wednesday
6824,2016-12-22,7.0,5.25,8,61.0,1612225.0,5.0,230.090005850979,,3,357,Thursday
6830,2016-12-23,7.0,6.375,9,10.0,1612235.0,5.0,187.041433421959,,4,358,Friday
6836,2016-12-24,6.0,6.125,14,95.0,1612245.0,5.0,223.415195457351,,5,359,Saturday
6844,2016-12-27,6.0,8.25,21,,1612275.0,5.0,264.133101710094,,1,362,Tuesday
6850,2016-12-28,4.0,7.125,12,0.0,1612285.0,5.0,250.057179010162,,2,363,Wednesday
6855,2016-12-29,3.0,3.75,11,10.0,1612295.0,5.0,229.50561195356,,3,364,Thursday
6861,2016-12-30,4.0,1.75,10,10.0,1612305.0,5.0,414.932011356758,,4,365,Friday
6866,2016-12-31,7.0,4.875,13,28.0,1612315.0,5.0,1705.14420496386,,5,366,Saturday
6872,2017-01-02,3.0,1.625,8,0.0,1701025.0,5.0,274.034203659944,,0,2,Monday
6877,2017-01-03,7.0,6.0,16,61.0,1701035.0,5.0,245.081683850067,,1,3,Tuesday
6882,2017-01-04,4.0,4.0,19,20.0,1701045.0,5.0,281.903440110745,,2,4,Wednesday
6887,2017-01-05,4.0,-2.875,15,0.0,1701055.0,5.0,324.891360318795,,3,5,Thursday
6892,2017-01-06,1.0,-4.25,6,,1701065.0,5.0,328.627657201091,,4,6,Friday
6897,2017-01-07,8.0,-0.5,11,71.0,1701075.0,5.0,266.498427552309,,5,7,Saturday
6902,2017-01-08,8.0,2.25,4,10.0,1701085.0,5.0,205.527279466295,,6,8,Sunday
6907,2017-01-09,8.0,2.5,6,20.0,1701095.0,5.0,169.571265441278,,0,9,Monday
6912,2017-01-10,7.0,2.625,9,10.0,1701105.0,5.0,203.078663452626,,1,10,Tuesday
6917,2017-01-11,7.0,4.625,15,61.0,1701115.0,5.0,191.103238450091,,2,11,Wednesday
6922,2017-01-12,4.0,4.5,16,61.0,1701125.0,5.0,172.807199887607,,3,12,Thursday
6927,2017-01-13,3.0,3.125,7,61.0,1701135.0,5.0,250.100370325241,,4,13,Friday
6932,2017-01-14,2.0,1.75,10,61.0,1701145.0,5.0,281.035649119377,,5,14,Saturday
6937,2017-01-15,5.0,1.375,10,71.0,1701155.0,5.0,324.290621664852,,6,15,Sunday
6942,2017-01-16,0.0,0.25,9,0.0,1701165.0,5.0,209.248418962616,,0,16,Monday
6947,2017-01-17,7.0,0.5,4,10.0,1701175.0,5.0,179.153676006878,,1,17,Tuesday
6952,2017-01-18,7.0,0.125,8,20.0,1701185.0,5.0,237.62827116827,,2,18,Wednesday
6957,2017-01-19,8.0,1.5,8,61.0,1701195.0,5.0,203.847604046575,,3,19,Thursday
6962,2017-01-20,8.0,3.625,5,21.0,1701205.0,5.0,194.750787927686,,4,20,Friday
6967,2017-01-21,7.0,5.75,5,10.0,1701215.0,5.0,228.950555168268,,5,21,Saturday
6972,2017-01-22,8.0,1.375,5,10.0,1701225.0,5.0,274.515010154733,,6,22,Sunday
6977,2017-01-23,7.0,1.125,8,10.0,1701235.0,5.0,227.684752239204,,0,23,Monday
6982,2017-01-24,7.0,1.875,8,45.0,1701245.0,5.0,232.618667163025,,1,24,Tuesday
6987,2017-01-25,7.0,-1.25,6,49.0,1701255.0,5.0,221.039472266449,,2,25,Wednesday
6992,2017-01-26,6.0,1.0,7,10.0,1701265.0,5.0,255.782068916167,,3,26,Thursday
6997,2017-01-27,0.0,2.142857,7,5.0,1701275.0,5.0,234.634393133873,,4,27,Friday
7002,2017-01-28,1.0,2.875,5,5.0,1701285.0,5.0,332.611346798779,,5,28,Saturday
7007,2017-01-29,7.0,4.75,8,61.0,1701295.0,5.0,221.019629284822,,6,29,Sunday
7012,2017-01-30,7.0,2.625,13,61.0,1701305.0,5.0,236.006377891823,,0,30,Monday
7017,2017-01-31,7.0,3.125,15,10.0,1701315.0,5.0,213.403139400616,,1,31,Tuesday
7022,2017-02-01,7.0,1.125,8,20.0,1702015.0,5.0,241.547252007214,,2,32,Wednesday
7027,2017-02-02,7.0,1.75,6,61.0,1702025.0,5.0,191.633105336455,,3,33,Thursday
7032,2017-02-03,7.0,1.625,6,45.0,1702035.0,5.0,220.640999608196,,4,34,Friday
7037,2017-02-04,7.0,5.75,6,61.0,1702045.0,5.0,266.821574321585,,5,35,Saturday
7042,2017-02-05,8.0,2.0,10,61.0,1702055.0,5.0,244.404283981917,,6,36,Sunday
7047,2017-02-06,7.0,2.5,12,61.0,1702065.0,5.0,220.574521924832,,0,37,Monday
7052,2017-02-07,7.0,0.0,12,77.0,1702075.0,5.0,250.869064544005,,1,38,Tuesday
7057,2017-02-08,8.0,-2.0,8,77.0,1702085.0,5.0,233.337060178352,,2,39,Wednesday
7062,2017-02-09,8.0,-2.125,11,22.0,1702095.0,5.0,244.597694878654,,3,40,Thursday
7067,2017-02-10,7.0,-1.75,16,10.0,1702105.0,5.0,291.991357923282,,4,41,Friday
7072,2017-02-11,7.0,0.0,17,0.0,1702115.0,5.0,265.755181023214,,5,42,Saturday
7077,2017-02-12,8.0,0.375,17,10.0,1702125.0,5.0,254.571688425132,,6,43,Sunday
7082,2017-02-13,0.0,-0.25,10,10.0,1702135.0,5.0,248.698683073908,,0,44,Monday
7087,2017-02-14,2.0,-0.75,8,49.0,1702145.0,5.0,241.414722898101,,1,45,Tuesday
7092,2017-02-15,0.0,5.875,4,5.0,1702155.0,5.0,283.280374872234,,2,46,Wednesday
7097,2017-02-16,7.0,6.25,10,61.0,1702165.0,5.0,290.37633456587,,3,47,Thursday
7102,2017-02-17,7.0,6.0,9,61.0,1702175.0,5.0,279.376992517433,,4,48,Friday
7107,2017-02-18,7.0,4.625,12,20.0,1702185.0,5.0,470.50884355386,,5,49,Saturday
7112,2017-02-19,7.0,5.625,8,61.0,1702195.0,5.0,314.345356595209,,6,50,Sunday
7117,2017-02-20,7.0,8.0,16,61.0,1702205.0,5.0,172.609783679393,,0,51,Monday
7122,2017-02-21,6.0,7.625,18,,1702215.0,5.0,216.340216270472,,1,52,Tuesday
7127,2017-02-22,6.0,7.375,20,61.0,1702225.0,5.0,193.68895968633,,2,53,Wednesday
